,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,lanes,ref,bridge,junction,width
5021,1037129344,1037129369,0,89416872,False,حجاب ۶۳/۱,residential,30.0,38.791,"LINESTRING (59.5203313 36.3653628, 59.5201123 36.3656638)",329.6,,,,,
5022,1037129369,280485143,0,25722588,False,حجاب ۶۳,residential,30.0,65.422,"LINESTRING (59.5201123 36.3656638, 59.5208129 36.3658308)",73.5,,,,,
5023,1037129369,278776902,0,25722588,False,حجاب ۶۳,residential,30.0,91.384,"LINESTRING (59.5201123 36.3656638, 59.5191322 36.3654346)",253.8,,,,,
5024,1037129369,1037129344,0,89416872,False,حجاب ۶۳/۱,residential,30.0,38.791,"LINESTRING (59.5201123 36.3656638, 59.5203313 36.3653628)",149.6,,,,,
5025,1037129369,4611418477,0,257181131,False,حجاب ۶۳/۲,residential,30.0,32.241,"LINESTRING (59.5201123 36.3656638, 59.5200067 36.365941)",342.9,,,,,
5026,1037129435,1037129503,0,25722497,False,ادیب ۳۶,residential,30.0,91.823,"LINESTRING (59.5215616 36.364662, 59.5214461 36.3648114, 59.5212176 36.3651153, 59.5211269 36.3652332, 59.5210546 36.365332, 59.5210281 36.3653672)",328.7,,,,,
5027,1037129435,2449870408,0,25722497,False,ادیب ۳۶,residential,30.0,74.215,"LINESTRING (59.5215616 36.364662, 59.5217612 36.3644101, 59.5220028 36.364097)",147.8,,,,,
5028,1037129435,1037128463,0,"[651955914, 89416924, 89416943]",False,"['ادیب ۳۸', 'ادیب ۳۶/۳', 'ادیب ۳۶/۱']",residential,30.0,176.444,"LINESTRING (59.5215616 36.364662, 59.5223644 36.3650551, 59.5225515 36.3648133, 59.5219781 36.3645232)",112.5,,,,,
5029,1037129497,4611458338,0,466325693,False,حجاب ۵۷,residential,30.0,52.808,"LINESTRING (59.5203276 36.3642478, 59.5208288 36.3644981)",58.2,,,,,
5030,1037129503,280485143,0,25722497,False,ادیب ۳۶,residential,30.0,55.241,"LINESTRING (59.5210281 36.3653672, 59.5209761 36.3654364, 59.5209129 36.3655703, 59.5208129 36.3658308)",339.5,,,,,
5031,1037129503,1037129435,0,25722497,False,ادیب ۳۶,residential,30.0,91.823,"LINESTRING (59.5210281 36.3653672, 59.5210546 36.365332, 59.5211269 36.3652332, 59.5212176 36.3651153, 59.5214461 36.3648114, 59.5215616 36.364662)",148.7,,,,,
5032,1037129503,4611418373,0,"[89416881, 466329396]",False,ادیب ۳۶/۷,residential,30.0,87.519,"LINESTRING (59.5210281 36.3653672, 59.5215488 36.3656257, 59.5217429 36.3653761)",89.1,,,,,
5033,1150823747,703733991,0,99487542,False,,residential,30.0,24.855,"LINESTRING (59.5105784 36.3618391, 59.5103384 36.3617268)",239.8,,,,,
5034,1150823763,1150823890,0,99487544,False,راستی ۴,residential,30.0,98.683,"LINESTRING (59.5123669 36.3619851, 59.5132917 36.3624678)",57.1,,,,,
5035,1150823798,703734001,0,99487546,False,راستی ۸,residential,30.0,36.356,"LINESTRING (59.5121251 36.3626694, 59.5117905 36.3624842)",235.5,,,,,
5036,1150823802,703733973,0,"[56067158, 191354175]",False,راستی ۱۲,residential,30.0,78.916,"LINESTRING (59.5112623 36.3630224, 59.5109123 36.3628694, 59.5106493 36.3631957)",289.3,,,,,
5037,1150823841,2249333621,0,52613533,True,بولوار امامیه,primary,60.0,15.736,"LINESTRING (59.5172947 36.3592051, 59.5173848 36.3590836)",149.2,2,,,,
5038,1150823841,2249333629,0,965864638,True,بولوار شاهد,primary,60.0,65.777,"LINESTRING (59.5172947 36.3592051, 59.5165605 36.3592234)",271.8,,,,,
5039,1150823856,703733991,0,99487542,False,,residential,30.0,39.452,"LINESTRING (59.5099577 36.3615482, 59.5103384 36.3617268)",59.8,,,,,
5040,1150823890,287563077,0,26256896,False,راستی,residential,30.0,61.207,"LINESTRING (59.5132917 36.3624678, 59.5138089 36.3621079)",130.8,,,,,
5041,1150823890,1150823763,0,99487544,False,راستی ۴,residential,30.0,98.683,"LINESTRING (59.5132917 36.3624678, 59.5123669 36.3619851)",237.1,,,,,
5042,1150823890,280484434,0,26256896,False,راستی,residential,30.0,130.309,"LINESTRING (59.5132917 36.3624678, 59.5124771 36.3629923, 59.5121599 36.3632044)",308.9,,,,,
5043,1150823912,703734001,0,99487546,False,راستی ۸,residential,30.0,33.859,"LINESTRING (59.5114727 36.3623192, 59.5117905 36.3624842)",57.2,,,,,
5044,1237295713,287566551,0,595040408,False,فلاحی ۲۷/۳ + فلاحی ۲۱,residential,30.0,144.608,"LINESTRING (59.5007502 36.3631987, 59.5023629 36.3632676)",87.0,,,,,
5045,1237295715,287562225,0,56067124,False,حسابی شمالی ۳۲/۱۰,residential,30.0,71.645,"LINESTRING (59.5062226 36.3646321, 59.5069054 36.364968)",58.6,,,,,
5046,1237295715,703733797,0,56067129,False,,residential,30.0,28.198,"LINESTRING (59.5062226 36.3646321, 59.5063898 36.3644172)",147.9,,,,,
5047,1237295715,5317032068,0,550494926,False,,residential,30.0,29.37,"LINESTRING (59.5062226 36.3646321, 59.5060484 36.3648559)",327.9,,,,,
5048,1237295752,595601034,0,967197986,True,بولوار امامیه,primary,60.0,631.7490000000001,"LINESTRING (59.5084919 36.3689997, 59.5075722 36.3701711, 59.5053944 36.3729446, 59.5050476 36.3733793, 59.5049225 36.3735892, 59.5048439 36.3738463)",328.8,4,,,,
5049,1237295764,287561771,0,722876357,False,راستی ۲۸ + حسابی۳۲/۱۶,residential,30.0,66.501,"LINESTRING (59.5056045 36.3655254, 59.5062342 36.3658425)",58.0,,,,,
5050,1237295764,287561897,0,"[107702123, 26256871]",False,,residential,30.0,127.133,"LINESTRING (59.5056045 36.3655254, 59.5057808 36.3653072, 59.5050021 36.364911, 59.5048267 36.3649145)",225.7,,,,,
5051,1237295764,287561769,0,722876357,False,راستی ۲۸ + حسابی۳۲/۱۶,residential,30.0,78.587,"LINESTRING (59.5056045 36.3655254, 59.5050537 36.3652601, 59.5048181 36.3652511)",246.6,,,,,
5052,1704148232,1704148234,0,951295607,True,بزرگراه امام علی,trunk,60.0,1538.894,"LINESTRING (59.5297783 36.3452673, 59.5125966 36.3453754)",270.5,3,,,,
5053,1704148232,1704148241,0,158185075,True,,trunk_link,,362.507,"LINESTRING (59.5297783 36.3452673, 59.5278507 36.3454131, 59.5257393 36.3454225)",272.7,3,,,,
5054,1704148234,668278558,0,964338565,True,بزرگراه امام علی,trunk,80.0,326.243,"LINESTRING (59.5125966 36.3453754, 59.5089543 36.3454133)",270.7,3,,,,
5055,1704148241,260631008,0,951295606,True,,trunk_link,30.0,198.035,"LINESTRING (59.5257393 36.3454225, 59.523548 36.3456605)",277.7,,,,,
5056,2019626026,985613300,0,27498028,False,امامیه ۲,residential,30.0,68.756,"LINESTRING (59.5220478 36.3458576, 59.5212805 36.3458773)",271.8,,,,,
5057,2019629211,690740686,0,54864348,False,,residential,30.0,50.495,"LINESTRING (59.5228084 36.346839, 59.5229158 36.3463932)",169.0,,,,,
5058,2019629211,690740603,0,54864348,False,,residential,30.0,51.442,"LINESTRING (59.5228084 36.346839, 59.5226967 36.3472928)",348.8,,,,,
5059,2019629211,2070561805,0,"[191378461, 191378462]",False,دلخواه ۳,residential,30.0,191.207,"LINESTRING (59.5228084 36.346839, 59.5243898 36.3469991, 59.5243232 36.3474316)",64.1,,,,,
5060,2024826893,304830432,0,534334287,False,فلاحی ۷۱,residential,30.0,45.364,"LINESTRING (59.5068642 36.35239, 59.5063579 36.3524027)",271.8,,,,,
5061,2024826894,2024844608,0,191922415,False,,residential,30.0,44.257,"LINESTRING (59.5045031 36.3544985, 59.5044679 36.3541015)",184.1,,,,,
5062,2024826894,304829699,0,512655734,False,شریعتی ۳۹/۱۵,residential,30.0,44.385,"LINESTRING (59.5045031 36.3544985, 59.5040088 36.3545277)",274.2,,,,,
5063,2024826894,2024826913,0,"[512655732, 512655734]",False,شریعتی ۳۹/۱۵,residential,30.0,25.147,"LINESTRING (59.5045031 36.3544985, 59.504725 36.3544879, 59.5047293 36.3545349)",78.7,,,,,
5064,2024826895,2024826904,0,191922416,False,,residential,30.0,55.758,"LINESTRING (59.5044116 36.3524511, 59.5044309 36.3529523)",1.8,,,,,
5065,2024826895,304830501,0,534334288,False,شریعتی ۳۹/۱,residential,30.0,58.848,"LINESTRING (59.5044116 36.3524511, 59.5050684 36.3524348)",91.8,,,,,
5066,2024826895,304830330,0,534334288,False,شریعتی ۳۹/۱,residential,30.0,50.04,"LINESTRING (59.5044116 36.3524511, 59.5038531 36.352465)",271.8,,,,,
5067,2024826896,304829699,0,512655734,False,شریعتی ۳۹/۱۵,residential,30.0,42.975,"LINESTRING (59.5035302 36.354556, 59.5040088 36.3545277)",94.2,,,,,
5068,2024826899,304830595,0,191922410,False,شریعتی ۳۹/۱۷,residential,30.0,42.732,"LINESTRING (59.5035932 36.3550107, 59.5040695 36.3549874)",93.5,,,,,
5069,2024826900,304830434,0,972325572,False,فلاحی ۶۹,residential,30.0,43.732,"LINESTRING (59.5068657 36.3529026, 59.5063776 36.3529147)",271.8,,,,,
5070,2024826901,304830331,0,191922414,False,فلاحی ۶۹,residential,30.0,41.52,"LINESTRING (59.503409 36.3529778, 59.5038724 36.3529662)",91.8,,,,,
5071,2024826903,304830043,0,191922412,False,یوسفی ۳/۱,residential,30.0,38.617,"LINESTRING (59.5056059 36.355036, 59.5051751 36.3550515)",272.6,,,,,
5072,2024826904,304830331,0,191922414,False,فلاحی ۶۹,residential,30.0,50.04,"LINESTRING (59.5044309 36.3529523, 59.5038724 36.3529662)",271.8,,,,,
5073,2024826904,2024826895,0,191922416,False,,residential,30.0,55.758,"LINESTRING (59.5044309 36.3529523, 59.5044116 36.3524511)",181.8,,,,,
5074,2024826904,304830366,0,"[27760710, 191922414]",False,فلاحی ۶۹,residential,30.0,87.638,"LINESTRING (59.5044309 36.3529523, 59.5050877 36.352936, 59.5050777 36.3526772)",117.8,,,,,
5075,2024826905,297427278,0,27108193,False,یوسفی ۳,residential,30.0,34.923,"LINESTRING (59.5057364 36.352931, 59.5057577 36.3532446)",3.1,,,,,
5076,2024826905,304830342,0,27108193,False,یوسفی ۳,residential,30.0,30.045,"LINESTRING (59.5057364 36.352931, 59.5057181 36.3526612)",183.1,,,,,
5077,2024826905,304830434,0,972325572,False,فلاحی ۶۹,residential,30.0,57.451,"LINESTRING (59.5057364 36.352931, 59.5063776 36.3529147)",91.8,,,,,
5078,2024826906,304830264,0,191922418,False,شاهد ۳۱,residential,30.0,47.031,"LINESTRING (59.5019919 36.3525179, 59.5025165 36.3524983)",92.7,,,,,
5079,2024826908,2024826909,0,191922411,False,,residential,30.0,12.543,"LINESTRING (59.5047591 36.3550664, 59.5047603 36.3549536)",179.5,,,,,
5080,2024826908,304830043,0,191922412,False,یوسفی ۳/۱,residential,30.0,37.29,"LINESTRING (59.5047591 36.3550664, 59.5051751 36.3550515)",92.5,,,,,
5081,2024826908,304830592,0,"[191922417, 191922411]",False,شریعتی ۳۹/۲۱,residential,30.0,107.255,"LINESTRING (59.5047591 36.3550664, 59.5047934 36.3554676, 59.5040968 36.3555074)",309.6,,,,,
5082,2024826909,304830595,0,191922410,False,شریعتی ۳۹/۱۷,residential,30.0,61.977,"LINESTRING (59.5047603 36.3549536, 59.5040695 36.3549874)",273.5,,,,,
5083,2024826909,2024826913,0,191922411,False,,residential,30.0,46.64,"LINESTRING (59.5047603 36.3549536, 59.5047293 36.3545349)",183.4,,,,,
5084,2024826909,2024826908,0,191922411,False,,residential,30.0,12.543,"LINESTRING (59.5047603 36.3549536, 59.5047591 36.3550664)",359.5,,,,,
5085,2024826911,297427278,0,27108192,False,فلاحی ۶۷,residential,30.0,121.848,"LINESTRING (59.5043979 36.3532823, 59.5057577 36.3532446)",92.0,,,,,
5086,2024826911,297427260,0,27108192,False,فلاحی ۶۷,residential,30.0,105.897,"LINESTRING (59.5043979 36.3532823, 59.5032161 36.353315)",272.0,,,,,
5087,2024826911,2024828288,0,191922415,False,,residential,30.0,32.743,"LINESTRING (59.5043979 36.3532823, 59.5044242 36.353576)",4.1,,,,,
5088,2024826912,304830158,0,27108191,False,شریعتی ۳۹,residential,30.0,29.167,"LINESTRING (59.5031703 36.352482, 59.5031796 36.3527442)",1.6,,,,,
5089,2024826912,2449869781,0,27108191,False,شریعتی ۳۹,residential,30.0,37.034,"LINESTRING (59.5031703 36.352482, 59.5031578 36.3521491)",181.7,,,,,
5090,2024826912,304830330,0,534334288,False,شریعتی ۳۹/۱,residential,30.0,61.177,"LINESTRING (59.5031703 36.352482, 59.5038531 36.352465)",91.8,,,,,
5091,2024826912,304830264,0,534334292,False,,residential,30.0,58.579,"LINESTRING (59.5031703 36.352482, 59.5025165 36.3524983)",271.8,,,,,
5092,2024826913,2024826909,0,191922411,False,,residential,30.0,46.64,"LINESTRING (59.5047293 36.3545349, 59.5047603 36.3549536)",3.4,,,,,
5093,2024826913,304830042,0,191922419,False,یوسفی ۳/۵,residential,30.0,37.318,"LINESTRING (59.5047293 36.3545349, 59.5051456 36.3545199)",92.6,,,,,
5094,2024826913,2024826894,0,"[512655732, 512655734]",False,شریعتی ۳۹/۱۵,residential,30.0,25.147,"LINESTRING (59.5047293 36.3545349, 59.504725 36.3544879, 59.5045031 36.3544985)",258.7,,,,,
5095,2024826914,304830592,0,191922417,False,شریعتی ۳۹/۲۱,residential,30.0,45.823,"LINESTRING (59.5035864 36.3555367, 59.5040968 36.3555074)",94.1,,,,,
5096,2024828284,304830692,0,191922585,False,فلاحی ۶۳,residential,30.0,50.4,"LINESTRING (59.5060188 36.3539299, 59.5065811 36.3539109)",92.4,,,,,
5097,2024828286,304830694,0,191922586,False,فلاحی ۶۱,residential,30.0,48.831,"LINESTRING (59.5060619 36.354456, 59.5066067 36.3544376)",92.4,,,,,
5098,2024828288,2024826911,0,191922415,False,,residential,30.0,32.743,"LINESTRING (59.5044242 36.353576, 59.5043979 36.3532823)",184.1,,,,,
5099,2024828288,304829702,0,191922587,False,یوسفی ۳/۱۱,residential,30.0,58.126,"LINESTRING (59.5044242 36.353576, 59.5050726 36.3535523)",92.6,,,,,
5100,2024828288,2024844608,0,191922415,False,,residential,30.0,58.563,"LINESTRING (59.5044242 36.353576, 59.5044377 36.3537394, 59.5044679 36.3541015)",3.8,,,,,
5101,2024828289,304830692,0,191922585,False,فلاحی ۶۳,residential,30.0,39.474,"LINESTRING (59.5070215 36.353896, 59.5065811 36.3539109)",272.4,,,,,
5102,2024828290,304830646,0,191922584,False,فلاحی ۵۹,residential,30.0,70.445,"LINESTRING (59.5074742 36.3548478, 59.5066877 36.3548598)",271.1,,,,,
5103,2024828290,287256953,0,964338611,True,بولوار شهید فلاحی,secondary,50.0,184.625,"LINESTRING (59.5074742 36.3548478, 59.50717 36.3532056)",188.5,,,,,
5104,2024828291,287256953,0,27108192,False,فلاحی ۶۷,residential,30.0,66.65,"LINESTRING (59.5064262 36.3532262, 59.50717 36.3532056)",92.0,,,,,
5105,2024828291,297427278,0,27108192,False,فلاحی ۶۷,residential,30.0,59.902,"LINESTRING (59.5064262 36.3532262, 59.5057577 36.3532446)",272.0,,,,,
5106,2024828291,2024828293,0,"[191922588, 595028260]",False,یوسفی ۳/۱۴,residential,30.0,71.536,"LINESTRING (59.5064262 36.3532262, 59.506435 36.3534716, 59.5059415 36.3534889)",303.9,,,,,
5107,2024828292,304830694,0,191922586,False,فلاحی ۶۱,residential,30.0,45.452,"LINESTRING (59.5071138 36.3544205, 59.5066067 36.3544376)",272.4,,,,,
5108,2024828293,2024828291,0,"[191922588, 595028260]",False,یوسفی ۳/۱۴,residential,30.0,71.536,"LINESTRING (59.5059415 36.3534889, 59.506435 36.3534716, 59.5064262 36.3532262)",123.9,,,,,
5109,2024828294,304829702,0,191922587,False,یوسفی ۳/۱۱,residential,30.0,39.301,"LINESTRING (59.505511 36.3535363, 59.5050726 36.3535523)",272.6,,,,,
5110,2024828295,304830646,0,191922584,False,فلاحی ۵۹,residential,30.0,50.883,"LINESTRING (59.5061212 36.3548951, 59.5066877 36.3548598)",94.4,,,,,
5111,2024844601,304830920,0,191924061,False,فلاحی ۹۴,residential,30.0,37.644,"LINESTRING (59.5085359 36.3534168, 59.5081158 36.3534285)",272.0,,,,,
5112,2024844605,304830920,0,191924061,False,فلاحی ۹۴,residential,30.0,42.779,"LINESTRING (59.5076384 36.3534418, 59.5081158 36.3534285)",92.0,,,,,
5113,2024844608,2024826894,0,191922415,False,,residential,30.0,44.257,"LINESTRING (59.5044679 36.3541015, 59.5045031 36.3544985)",4.1,,,,,
5114,2024844608,304829703,0,191924063,False,یوسفی ۳/۷,residential,30.0,56.862,"LINESTRING (59.5044679 36.3541015, 59.5051022 36.3540784)",92.6,,,,,
5115,2024844608,2024828288,0,191922415,False,,residential,30.0,58.563,"LINESTRING (59.5044679 36.3541015, 59.5044377 36.3537394, 59.5044242 36.353576)",183.8,,,,,
5116,2024844610,304830826,0,191924068,False,فلاحی ۸۸,residential,30.0,32.817,"LINESTRING (59.507924 36.3549423, 59.5082902 36.3549313)",92.1,,,,,
5117,2024844612,304830647,0,191924062,False,فلاحی ۵۷,residential,30.0,43.923,"LINESTRING (59.5072048 36.355366, 59.5067151 36.3553883)",273.2,,,,,
5118,2024844614,304830647,0,191924062,False,فلاحی ۵۷,residential,30.0,41.241,"LINESTRING (59.5062553 36.3554092, 59.5067151 36.3553883)",93.2,,,,,
5119,2024844619,304830786,0,27108209,False,یوسفی ۵,residential,30.0,31.019,"LINESTRING (59.5091022 36.3549254, 59.5090536 36.3546492)",188.1,,,,,
5120,2024844619,297427487,0,27108209,False,یوسفی ۵,residential,30.0,62.099,"LINESTRING (59.5091022 36.3549254, 59.5091999 36.3554783)",8.1,,,,,
5121,2024844619,2196461654,0,191924246,False,ناصر فضلی ۱۵,residential,30.0,122.58,"LINESTRING (59.5091022 36.3549254, 59.5104707 36.3549018)",91.2,,,,,
5122,2024844621,304830922,0,191924065,False,فلاحی ۹۲,residential,30.0,62.474,"LINESTRING (59.5074396 36.3539366, 59.5081368 36.3539172)",92.0,,,,,
5123,2024844621,2449869861,0,965864636,True,بولوار شهید فلاحی,secondary,50.0,202.195,"LINESTRING (59.5074396 36.3539366, 59.5077974 36.355732)",9.1,,,,,
5124,2024844623,304830859,0,191924064,False,فلاحی ۹۰,residential,30.0,35.568,"LINESTRING (59.5078693 36.3544244, 59.5082662 36.3544125)",92.1,,,,,
5125,2024846795,2024846823,0,191924249,False,ناصر فضلی ۹,residential,30.0,11.188,"LINESTRING (59.5110699 36.35346, 59.510945 36.3534623)",271.3,,,,,
5126,2024846795,2024846824,0,191924249,False,ناصر فضلی ۹,residential,30.0,25.771,"LINESTRING (59.5110699 36.35346, 59.5113576 36.3534548)",91.3,,,,,
5127,2024846795,2024846822,0,191924264,False,,residential,30.0,39.584,"LINESTRING (59.5110699 36.35346, 59.5110799 36.3538159)",1.3,,,,,
5128,2024846796,2024846837,0,191924265,False,,residential,30.0,53.432,"LINESTRING (59.5118115 36.355979, 59.511215 36.3559904)",271.4,,,,,
5129,2024846796,5672010897,0,209426608,False,شریعتی ۳۱,residential,30.0,8.388,"LINESTRING (59.5118115 36.355979, 59.5118144 36.3560544)",1.8,,,,,
5130,2024846796,2024846813,0,209426608,False,شریعتی ۳۱,residential,30.0,21.762,"LINESTRING (59.5118115 36.355979, 59.5118034 36.3557834)",181.9,,,,,
5131,2024846797,304831198,0,191924254,False,ادیب ۲,residential,30.0,56.622,"LINESTRING (59.5130841 36.3521881, 59.5124521 36.3522027)",271.6,,,,,
5132,2024846799,304831199,0,191924260,False,ادیب ۴,residential,30.0,52.537,"LINESTRING (59.5118848 36.3527547, 59.5124712 36.3527411)",91.6,,,,,
5133,2024846800,2024846828,0,191924246,False,ناصر فضلی ۱۵,residential,30.0,107.266,"LINESTRING (59.5105693 36.3549001, 59.5117668 36.3548782)",91.3,,,,,
5134,2024846800,2196461654,0,191924246,False,ناصر فضلی ۱۵,residential,30.0,8.832,"LINESTRING (59.5105693 36.3549001, 59.5104707 36.3549018)",271.2,,,,,
5135,2024846800,2024846821,0,209426570,False,یوسفی ۹,residential,30.0,61.786,"LINESTRING (59.5105693 36.3549001, 59.5105767 36.3551628, 59.5106094 36.3554545)",3.3,,,,,
5136,2024846801,2449869881,0,191924248,False,یوسفی ۷,residential,30.0,68.424,"LINESTRING (59.5100722 36.3554645, 59.510082 36.3560798)",0.7,,,,,
5137,2024846801,2024846821,0,191924251,False,ناصر فضلی ۱۷,residential,30.0,48.12,"LINESTRING (59.5100722 36.3554645, 59.5106094 36.3554545)",91.3,,,,,
5138,2024846801,297427487,0,191924251,False,ناصر فضلی ۱۷,residential,30.0,78.131,"LINESTRING (59.5100722 36.3554645, 59.5091999 36.3554783)",271.1,,,,,
5139,2024846802,2024846818,0,191924258,False,ادیب ۱۸,residential,30.0,30.165,"LINESTRING (59.5125423 36.3557737, 59.5122055 36.3557781)",270.9,,,,,
5140,2024846803,2024846827,0,27760848,False,ناصر فضلی ۱۳,residential,30.0,10.059,"LINESTRING (59.5104552 36.3543511, 59.5105675 36.3543491)",91.3,,,,,
