,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,lanes,ref,bridge,junction,width
4865,1030055427,1030055485,0,88739600,False,نهضت ۳,residential,30.0,54.391,"LINESTRING (59.4703167 36.349427, 59.4703015 36.348938)",181.4,,,,,
4866,1030055427,1030055390,0,88739620,False,آزاده ۴۰,residential,30.0,27.44,"LINESTRING (59.4703167 36.349427, 59.4701128 36.3496112)",318.3,,,,,
4867,1030055427,1030055706,0,237040803,False,نهضت,residential,30.0,73.04,"LINESTRING (59.4703167 36.349427, 59.471132 36.3494105)",91.4,,,,,
4868,1030055427,1030055736,0,237040803,False,نهضت,residential,30.0,79.171,"LINESTRING (59.4703167 36.349427, 59.4694342 36.3494686)",273.3,,,,,
4869,1030055446,1030055778,0,88739597,True,آزاده,tertiary,30.0,57.739,"LINESTRING (59.4694858 36.3501772, 59.4690116 36.3498254)",227.4,,,,,
4870,1030055446,1030055390,0,88739620,False,آزاده ۴۰,residential,30.0,84.345,"LINESTRING (59.4694858 36.3501772, 59.4701128 36.3496112)",138.3,,,,,
4871,1030055450,1030055612,0,595096763,False,یوسفیه ۷,residential,30.0,250.855,"LINESTRING (59.4750153 36.3480125, 59.4731778 36.3497152)",319.0,,,,,
4872,1030055450,1028781405,0,88592328,False,,residential,30.0,65.428,"LINESTRING (59.4750153 36.3480125, 59.4752239 36.3480017, 59.4754567 36.3479324, 59.4756955 36.3478253)",108.9,,,,,
4873,1030055450,1030055730,0,"[88592328, 88739596]",False,یوسفیه ۳,residential,30.0,165.085,"LINESTRING (59.4750153 36.3480125, 59.4747074 36.3479935, 59.4744627 36.3479783, 59.4740516 36.3479526, 59.4739161 36.3479716, 59.4737726 36.348042, 59.4733976 36.348389)",286.1,,,,,
4874,1030055458,1030055732,0,88739589,False,نهضت ۵,residential,30.0,75.546,"LINESTRING (59.4718831 36.3493841, 59.4712971 36.3488954)",224.0,,,,,
4875,1030055458,1030055366,0,237040803,False,نهضت,residential,30.0,18.762,"LINESTRING (59.4718831 36.3493841, 59.4720923 36.3493751)",93.1,,,,,
4876,1030055458,1030055706,0,237040803,False,نهضت,residential,30.0,67.331,"LINESTRING (59.4718831 36.3493841, 59.471132 36.3494105)",272.5,,,,,
4877,1030055480,1030055446,0,88739597,True,آزاده,tertiary,30.0,50.771,"LINESTRING (59.4699167 36.3504739, 59.4694858 36.3501772)",229.5,,,,,
4878,1030055480,1030055355,0,88739634,False,آزاده ۳۸,residential,30.0,84.489,"LINESTRING (59.4699167 36.3504739, 59.4705577 36.3499164)",137.2,,,,,
4879,1030055485,1030055427,0,88739600,False,نهضت ۳,residential,30.0,54.391,"LINESTRING (59.4703015 36.348938, 59.4703167 36.349427)",1.4,,,,,
4880,1030055485,1030055732,0,88739637,False,,residential,30.0,89.291,"LINESTRING (59.4703015 36.348938, 59.4712971 36.3488954)",93.0,,,,,
4881,1030055485,1030055406,0,88739637,False,,residential,30.0,90.277,"LINESTRING (59.4703015 36.348938, 59.4692949 36.348981)",273.0,,,,,
4882,1030055521,1030055399,0,88739641,False,یوسفیه ۳/۱,residential,30.0,196.624,"LINESTRING (59.4714662 36.3475637, 59.4717629 36.3477937, 59.4722009 36.3481344, 59.4726275 36.3484711, 59.4730218 36.3488109)",45.1,,,,,
4883,1030055555,1030055686,0,88739604,False,,residential,30.0,14.885,"LINESTRING (59.4769647 36.3494415, 59.4768299 36.3493632)",234.2,,,,,
4884,1030055555,1028781702,0,88592224,False,شریعتی ۷۵,residential,30.0,48.909,"LINESTRING (59.4769647 36.3494415, 59.4770288 36.3493093, 59.4771634 36.3490318)",158.7,,,,,
4885,1030055555,1028781485,0,88592224,False,شریعتی ۷۵,residential,30.0,59.045,"LINESTRING (59.4769647 36.3494415, 59.476918 36.3495378, 59.4767248 36.3499361)",338.7,,,,,
4886,1030055557,1030055643,0,88739581,False,آزاده ۳۶,residential,30.0,84.816,"LINESTRING (59.4703667 36.3507861, 59.471019 36.3502331)",136.5,,,,,
4887,1030055557,1030055480,0,88739597,True,آزاده,tertiary,30.0,53.191,"LINESTRING (59.4703667 36.3507861, 59.4699167 36.3504739)",229.3,,,,,
4888,1030055594,5866402420,0,620967130,False,,residential,,29.93,"LINESTRING (59.4700726 36.3480481, 59.4703031 36.348243)",43.6,,,,,
4889,1030055595,1030055371,0,88739597,True,آزاده,tertiary,30.0,91.939,"LINESTRING (59.4720017 36.3519497, 59.4712275 36.3514067)",228.9,,,,,
4890,1030055595,739525035,0,88739616,False,یوسفیه ۸ - آزاده ۳۰,residential,30.0,250.636,"LINESTRING (59.4720017 36.3519497, 59.4738721 36.350273)",138.1,,,,,
4891,1030055612,739525035,0,59618469,False,یوسفیه,residential,30.0,87.826,"LINESTRING (59.4731778 36.3497152, 59.4738721 36.350273)",45.1,,,,,
4892,1030055612,7006051472,0,88739615,False,یوسفیه ۶ - آزاده ۳۲,residential,30.0,53.928,"LINESTRING (59.4731778 36.3497152, 59.4727682 36.3500707)",317.1,,,,,
4893,1030055612,1030055450,0,595096763,False,یوسفیه ۷,residential,30.0,250.855,"LINESTRING (59.4731778 36.3497152, 59.4750153 36.3480125)",139.0,,,,,
4894,1030055612,1030055649,0,59618469,False,یوسفیه,residential,30.0,48.23,"LINESTRING (59.4731778 36.3497152, 59.4728675 36.3494659, 59.4727965 36.3494089)",225.1,,,,,
4895,1030055626,739525099,0,59618448,False,یوسفیه ۱۱,residential,30.0,67.85,"LINESTRING (59.475085 36.3503889, 59.474599 36.350857)",320.1,,,,,
4896,1030055626,1030055361,0,59618448,False,یوسفیه ۱۱,residential,30.0,240.499,"LINESTRING (59.475085 36.3503889, 59.4768078 36.3487298)",140.1,,,,,
4897,1030055626,1030055679,0,88739595,False,,residential,30.0,53.178,"LINESTRING (59.475085 36.3503889, 59.4756719 36.3504615)",81.3,,,,,
4898,1030055643,1030055366,0,88739581,False,آزاده ۳۶,residential,30.0,135.432,"LINESTRING (59.471019 36.3502331, 59.4720923 36.3493751)",134.8,,,,,
4899,1030055643,1030055557,0,88739581,False,آزاده ۳۶,residential,30.0,84.816,"LINESTRING (59.471019 36.3502331, 59.4703667 36.3507861)",316.5,,,,,
4900,1030055643,1030055355,0,88739648,False,,residential,30.0,54.285,"LINESTRING (59.471019 36.3502331, 59.4705577 36.3499164)",229.6,,,,,
4901,1030055643,1030055688,0,88739648,False,,residential,30.0,52.325,"LINESTRING (59.471019 36.3502331, 59.4714636 36.3505384)",49.5,,,,,
4902,1030055649,739525119,0,59618469,False,یوسفیه,residential,30.0,29.832,"LINESTRING (59.4727965 36.3494089, 59.4725607 36.3492194)",225.1,,,,,
4903,1030055649,1030055688,0,88739636,False,یوسفیه ۴,residential,30.0,173.273,"LINESTRING (59.4727965 36.3494089, 59.4714636 36.3505384)",316.5,,,,,
4904,1030055649,1030055612,0,59618469,False,یوسفیه,residential,30.0,48.23,"LINESTRING (59.4727965 36.3494089, 59.4728675 36.3494659, 59.4731778 36.3497152)",45.1,,,,,
4905,1030055655,739525023,0,59618466,False,آزاده ۲۰,residential,30.0,78.897,"LINESTRING (59.4747457 36.3520935, 59.4746841 36.3528013)",356.0,,,,,
4906,1030055655,1030055781,0,59618466,False,آزاده ۲۰,residential,30.0,55.683,"LINESTRING (59.4747457 36.3520935, 59.47475 36.352004, 59.474697 36.351882, 59.4744351 36.3516949)",212.1,,,,,
4907,1030055655,1030055781,1,"[88739579, 88739591, 88739583]",False,"['آزاده ۲۲', 'آزاده ۲۴']",residential,30.0,285.729,"LINESTRING (59.4747457 36.3520935, 59.473893 36.3528174, 59.4734824 36.3525245, 59.4744351 36.3516949)",212.1,,,,,
4908,1030055671,833790903,0,59508974,False,آزاده,tertiary,40.0,47.486,"LINESTRING (59.4758727 36.3541497, 59.4763084 36.3543931)",55.3,,,,,
4909,1030055671,833790918,0,59508974,False,آزاده,tertiary,40.0,167.356,"LINESTRING (59.4758727 36.3541497, 59.4743155 36.3533176)",236.4,,,,,
4910,1030055671,8938700154,0,966172057,False,آزاده ۲۹,residential,30.0,243.012,"LINESTRING (59.4758727 36.3541497, 59.4744135 36.3559923)",327.5,,,,,
4911,1030055679,1030055626,0,88739595,False,,residential,30.0,53.178,"LINESTRING (59.4756719 36.3504615, 59.475085 36.3503889)",261.3,,,,,
4912,1030055679,1030055686,0,88739611,False,,residential,30.0,160.219,"LINESTRING (59.4756719 36.3504615, 59.4768299 36.3493632)",139.7,,,,,
4913,1030055679,1028781612,0,88739595,False,,residential,30.0,75.954,"LINESTRING (59.4756719 36.3504615, 59.4763873 36.35055, 59.4764663 36.3504727)",89.0,,,,,
4914,1030055686,1030055555,0,88739604,False,,residential,30.0,14.885,"LINESTRING (59.4768299 36.3493632, 59.4769647 36.3494415)",54.2,,,,,
4915,1030055686,1030055363,0,88739611,False,,residential,30.0,12.03,"LINESTRING (59.4768299 36.3493632, 59.4769168 36.3492807)",139.7,,,,,
4916,1030055686,1030055679,0,88739611,False,,residential,30.0,160.219,"LINESTRING (59.4768299 36.3493632, 59.4756719 36.3504615)",319.7,,,,,
4917,1030055688,1030055728,0,88739636,False,یوسفیه ۴,residential,30.0,85.062,"LINESTRING (59.4714636 36.3505384, 59.4708152 36.3510974)",316.9,,,,,
4918,1030055688,1030055649,0,88739636,False,یوسفیه ۴,residential,30.0,173.273,"LINESTRING (59.4714636 36.3505384, 59.4727965 36.3494089)",136.5,,,,,
4919,1030055688,1030055643,0,88739648,False,,residential,30.0,52.325,"LINESTRING (59.4714636 36.3505384, 59.471019 36.3502331)",229.5,,,,,
4920,1030055698,739525119,0,59618469,False,یوسفیه,residential,30.0,223.773,"LINESTRING (59.4707917 36.3477982, 59.4717141 36.3485393, 59.4725607 36.3492194)",45.1,,,,,
4921,1030055706,1030055355,0,88739634,False,آزاده ۳۸,residential,30.0,76.222,"LINESTRING (59.471132 36.3494105, 59.4705577 36.3499164)",317.6,,,,,
4922,1030055706,1030055458,0,237040803,False,نهضت,residential,30.0,67.331,"LINESTRING (59.471132 36.3494105, 59.4718831 36.3493841)",92.5,,,,,
4923,1030055706,1030055427,0,237040803,False,نهضت,residential,30.0,73.04,"LINESTRING (59.471132 36.3494105, 59.4703167 36.349427)",271.4,,,,,
4924,1030055728,1030055351,0,88739597,True,آزاده,tertiary,30.0,23.49,"LINESTRING (59.4708152 36.3510974, 59.4706165 36.3509595)",229.2,,,,,
4925,1030055728,1030055688,0,88739636,False,یوسفیه ۴,residential,30.0,85.062,"LINESTRING (59.4708152 36.3510974, 59.4714636 36.3505384)",136.9,,,,,
4926,1030055730,1030055399,0,88739596,False,یوسفیه ۳,residential,30.0,57.737,"LINESTRING (59.4733976 36.348389, 59.4730218 36.3488109)",324.3,,,,,
4927,1030055730,1030055450,0,"[88592328, 88739596]",False,یوسفیه ۳,residential,30.0,165.085,"LINESTRING (59.4733976 36.348389, 59.4737726 36.348042, 59.4739161 36.3479716, 59.4740516 36.3479526, 59.4744627 36.3479783, 59.4747074 36.3479935, 59.4750153 36.3480125)",106.1,,,,,
4928,1030055730,1030055815,0,88739614,False,یوسفیه ۳/۳,residential,30.0,111.875,"LINESTRING (59.4733976 36.348389, 59.4730259 36.3480902, 59.4725134 36.3476783)",225.1,,,,,
4929,1030055732,1030055768,0,88739589,False,نهضت ۵,residential,30.0,65.559,"LINESTRING (59.4712971 36.3488954, 59.4707816 36.3484768)",224.8,,,,,
4930,1030055732,1030055458,0,88739589,False,نهضت ۵,residential,30.0,75.546,"LINESTRING (59.4712971 36.3488954, 59.4718831 36.3493841)",44.0,,,,,
4931,1030055732,1030055485,0,88739637,False,,residential,30.0,89.291,"LINESTRING (59.4712971 36.3488954, 59.4703015 36.348938)",273.0,,,,,
4932,1030055734,1030055361,0,88592393,False,,residential,30.0,89.434,"LINESTRING (59.4761246 36.3481432, 59.4768078 36.3487298)",43.2,,,,,
4933,1030055734,1028781405,0,88592393,False,,residential,30.0,52.215,"LINESTRING (59.4761246 36.3481432, 59.4756955 36.3478253)",227.4,,,,,
4934,1030055734,739525035,0,595096762,False,یوسفیه ۹,residential,30.0,311.096,"LINESTRING (59.4761246 36.3481432, 59.4738721 36.350273)",319.6,,,,,
4935,1030055736,1030055778,0,88739626,False,,residential,30.0,54.831,"LINESTRING (59.4694342 36.3494686, 59.4690116 36.3498254)",316.4,,,,,
4936,1030055736,1030055427,0,237040803,False,نهضت,residential,30.0,79.171,"LINESTRING (59.4694342 36.3494686, 59.4703167 36.349427)",93.3,,,,,
4937,1030055736,1030055822,0,237040803,False,نهضت,residential,30.0,59.57,"LINESTRING (59.4694342 36.3494686, 59.4687693 36.3494835)",271.6,,,,,
4938,1030055768,1030055370,0,88739588,False,,residential,30.0,75.857,"LINESTRING (59.4707816 36.3484768, 59.4699349 36.3484951)",271.5,,,,,
4939,1030055768,1030055732,0,88739589,False,نهضت ۵,residential,30.0,65.559,"LINESTRING (59.4707816 36.3484768, 59.4712971 36.3488954)",44.8,,,,,
4940,1030055768,5866402420,0,"[88739578, 88739589]",False,"['نهضت ۱', 'نهضت ۵']",residential,30.0,54.912000000000006,"LINESTRING (59.4707816 36.3484768, 59.4703982 36.3482125, 59.4703752 36.3482079, 59.4703518 36.3482152, 59.4703031 36.348243)",238.8,,,,,
4941,1030055778,1030055736,0,88739626,False,,residential,30.0,54.831,"LINESTRING (59.4690116 36.3498254, 59.4694342 36.3494686)",136.4,,,,,
4942,1030055778,2449891915,0,237040805,True,,tertiary,30.0,89.822,"LINESTRING (59.4690116 36.3498254, 59.4685973 36.349541, 59.4684243 36.3494732, 59.4682939 36.3494656, 59.4681606 36.349485)",243.6,,,,,
4943,1030055781,739525174,0,59618466,False,آزاده ۲۰,residential,30.0,48.785,"LINESTRING (59.4744351 36.3516949, 59.474015 36.3514156)",230.5,,,,,
4944,1030055781,1030055655,0,59618466,False,آزاده ۲۰,residential,30.0,55.68300000000001,"LINESTRING (59.4744351 36.3516949, 59.474697 36.351882, 59.47475 36.352004, 59.4747457 36.3520935)",32.1,,,,,
4945,1030055781,1030055655,1,"[88739579, 88739583, 88739591]",False,"['آزاده ۲۲', 'آزاده ۲۴']",residential,30.0,285.729,"LINESTRING (59.4744351 36.3516949, 59.4734824 36.3525245, 59.473893 36.3528174, 59.4747457 36.3520935)",32.1,,,,,
4946,1030055815,1030055730,0,88739614,False,یوسفیه ۳/۳,residential,30.0,111.875,"LINESTRING (59.4725134 36.3476783, 59.4730259 36.3480902, 59.4733976 36.348389)",45.1,,,,,
4947,1030055822,1030055406,0,88739578,False,نهضت ۱,residential,30.0,73.061,"LINESTRING (59.4687693 36.3494835, 59.4692949 36.348981)",139.9,,,,,
4948,1030055822,1030055736,0,237040803,False,نهضت,residential,30.0,59.57,"LINESTRING (59.4687693 36.3494835, 59.4694342 36.3494686)",91.6,,,,,
4949,1030653264,1030653269,0,88815191,False,افروز ۴_میثاق ۱۱,residential,30.0,96.455,"LINESTRING (59.4779198 36.3579907, 59.4788668 36.3575774)",118.5,,,,,
4950,1030653267,2437829800,0,88815168,False,میثاق ۱۷,residential,30.0,27.579,"LINESTRING (59.4799077 36.3590051, 59.480175 36.3588819)",119.8,,,,,
4951,1030653268,1030653347,0,"[550152973, 550152974]",False,"['آزاده ۱۱', 'آزاده ۱۳/۱']",residential,30.0,155.851,"LINESTRING (59.4800809 36.3563377, 59.4792387 36.356733, 59.4791312 36.3567835, 59.4788263 36.3563293)",269.5,2,,,,
4952,1030653269,1030653308,0,88815164,False,آزاده ۷/۴,residential,30.0,61.071,"LINESTRING (59.4788668 36.3575774, 59.4785253 36.357102)",210.0,,,,,
4953,1030653269,833790861,0,88815164,False,آزاده ۷/۴,residential,30.0,60.873,"LINESTRING (59.4788668 36.3575774, 59.4792054 36.3580521)",29.9,,,,,
4954,1030653269,1030653264,0,88815191,False,افروز ۴_میثاق ۱۱,residential,30.0,96.455,"LINESTRING (59.4788668 36.3575774, 59.4779198 36.3579907)",298.5,,,,,
4955,1030653286,1030653341,0,209557205,False,میثاق ۱۵,residential,30.0,90.655,"LINESTRING (59.4793205 36.3586559, 59.4801969 36.3582478)",120.0,,,,,
4956,1030653287,1030653362,0,88815173,False,آزاده ۳,residential,30.0,85.237,"LINESTRING (59.4816266 36.3575865, 59.4824529 36.357206)",119.8,,,,,
4957,1030653287,1030653319,0,88815173,False,آزاده ۳,residential,30.0,47.634,"LINESTRING (59.4816266 36.3575865, 59.4811648 36.3577991)",299.8,,,,,
4958,1030653287,1030653386,0,550152978,False,آزاده ۷/۱,residential,30.0,60.388,"LINESTRING (59.4816266 36.3575865, 59.4819608 36.3580582)",29.7,,,,,
4959,1030653287,5313843025,0,550152978,False,آزاده ۷/۱,residential,30.0,33.942,"LINESTRING (59.4816266 36.3575865, 59.4814387 36.3573214)",209.7,,,,,
4960,1030653289,1030653386,0,88815168,False,میثاق ۱۷,residential,30.0,73.349,"LINESTRING (59.48125 36.358386, 59.4819608 36.3580582)",119.8,,,,,
4961,1030653289,1030653336,0,88815168,False,میثاق ۱۷,residential,30.0,74.682,"LINESTRING (59.48125 36.358386, 59.4805263 36.3587198)",299.8,,,,,
4962,1030653289,1030653369,0,"[550152979, 550152980]",False,"['آزاده۵/۴', 'آزاده ۷/۳']",residential,30.0,124.299,"LINESTRING (59.48125 36.358386, 59.4809236 36.3579091, 59.4805718 36.3574107)",209.2,,,,,
4963,1030653303,1030653386,0,88815168,False,میثاق ۱۷,residential,30.0,126.533,"LINESTRING (59.4831869 36.3574926, 59.4819608 36.3580582)",299.8,,,,,
4964,1030653308,1030653389,0,88815160,False,افروز ۲-میثاق۹,residential,30.0,121.262,"LINESTRING (59.4785253 36.357102, 59.4773489 36.3576421)",299.7,,,,,
4965,1030653308,833790871,0,88815164,False,آزاده ۷/۴,residential,30.0,60.949,"LINESTRING (59.4785253 36.357102, 59.4782026 36.3566194)",208.3,,,,,
4966,1030653308,1030653269,0,88815164,False,آزاده ۷/۴,residential,30.0,61.071,"LINESTRING (59.4785253 36.357102, 59.4788668 36.3575774)",30.0,,,,,
4967,1030653319,1030653287,0,88815173,False,آزاده ۳,residential,30.0,47.634,"LINESTRING (59.4811648 36.3577991, 59.4816266 36.3575865)",119.8,,,,,
4968,1030653326,1030653341,0,209557205,False,میثاق ۱۵,residential,30.0,55.575,"LINESTRING (59.480733 36.357996, 59.4801969 36.3582478)",300.3,,,,,
4969,1030653336,1030653289,0,88815168,False,میثاق ۱۷,residential,30.0,74.682,"LINESTRING (59.4805263 36.3587198, 59.48125 36.358386)",119.8,,,,,
4970,1030653336,2437829800,0,88815168,False,میثاق ۱۷,residential,30.0,36.256,"LINESTRING (59.4805263 36.3587198, 59.480175 36.3588819)",299.8,,,,,
4971,1030653336,1030653341,0,550152981,False,آزاده ۱/۶,residential,30.0,60.205,"LINESTRING (59.4805263 36.3587198, 59.4801969 36.3582478)",209.3,,,,,
4972,1030653341,1030653326,0,209557205,False,میثاق ۱۵,residential,30.0,55.575,"LINESTRING (59.4801969 36.3582478, 59.480733 36.357996)",120.3,,,,,
4973,1030653341,1030653286,0,209557205,False,میثاق ۱۵,residential,30.0,90.655,"LINESTRING (59.4801969 36.3582478, 59.4793205 36.3586559)",300.0,,,,,
4974,1030653341,1030653336,0,550152981,False,آزاده ۱/۶,residential,30.0,60.205,"LINESTRING (59.4801969 36.3582478, 59.4805263 36.3587198)",29.3,,,,,
4975,1030653341,1030653350,0,598406970,False,,residential,,63.517,"LINESTRING (59.4801969 36.3582478, 59.4798363 36.3577559)",210.6,,,,,
4976,1030653347,833790909,0,88739622,False,آزاده ۱۳_میثاق۷,residential,30.0,92.036,"LINESTRING (59.4788263 36.3563293, 59.4797164 36.3559155)",120.0,,,,,
4977,1030653347,833790871,0,88739622,False,آزاده ۱۳_میثاق۷,residential,30.0,64.499,"LINESTRING (59.4788263 36.3563293, 59.4782026 36.3566194)",300.0,,,,,
4978,1030653347,1030653268,0,"[550152973, 550152974]",False,"['آزاده ۱۱', 'آزاده ۱۳/۱']",residential,30.0,155.851,"LINESTRING (59.4788263 36.3563293, 59.4791312 36.3567835, 59.4792387 36.356733, 59.4800809 36.3563377)",89.5,2,,,,
4979,1030653350,1030653369,0,69718706,False,آزاده۷,residential,30.0,76.232,"LINESTRING (59.4798363 36.3577559, 59.4805718 36.3574107)",120.2,,,,,
4980,1030653350,1030653341,0,598406970,False,,residential,,63.517,"LINESTRING (59.4798363 36.3577559, 59.4801969 36.3582478)",30.6,,,,,
4981,1030653350,833790861,0,69718706,False,آزاده۷,residential,30.0,65.396,"LINESTRING (59.4798363 36.3577559, 59.4796891 36.357825, 59.4792054 36.3580521)",300.2,,,,,
4982,1030653362,1030653287,0,88815173,False,آزاده ۳,residential,30.0,85.237,"LINESTRING (59.4824529 36.357206, 59.4816266 36.3575865)",299.8,,,,,
4983,1030653366,1030653401,0,"[550152976, 550152975]",False,"['آزاده ۹', 'آزاده ۷/۲']",residential,30.0,105.961,"LINESTRING (59.4808552 36.3566136, 59.4804477 36.3568072, 59.4807913 36.3573077)",355.8,,,,,
4984,1030653369,1030653401,0,69718706,False,آزاده۷,residential,30.0,22.749,"LINESTRING (59.4805718 36.3574107, 59.4807913 36.3573077)",120.2,,,,,
4985,1030653369,1030653350,0,69718706,False,آزاده۷,residential,30.0,76.232,"LINESTRING (59.4805718 36.3574107, 59.4798363 36.3577559)",300.2,,,,,
4986,1030653369,1030653289,0,"[550152979, 550152980]",False,"['آزاده ۷/۳', 'آزاده۵/۴']",residential,30.0,124.299,"LINESTRING (59.4805718 36.3574107, 59.4809236 36.3579091, 59.48125 36.358386)",29.2,,,,,
4987,1030653386,1030653303,0,88815168,False,میثاق ۱۷,residential,30.0,126.533,"LINESTRING (59.4819608 36.3580582, 59.4831869 36.3574926)",119.8,,,,,
4988,1030653386,1030653289,0,88815168,False,میثاق ۱۷,residential,30.0,73.349,"LINESTRING (59.4819608 36.3580582, 59.48125 36.358386)",299.8,,,,,
4989,1030653386,1030653287,0,550152978,False,آزاده ۷/۱,residential,30.0,60.388,"LINESTRING (59.4819608 36.3580582, 59.4816266 36.3575865)",209.7,,,,,
4990,1030653389,1030653308,0,88815160,False,افروز ۲-میثاق۹,residential,30.0,121.262,"LINESTRING (59.4773489 36.3576421, 59.4785253 36.357102)",119.7,,,,,
4991,1030653401,833790893,0,69718706,False,آزاده۷,residential,30.0,49.602,"LINESTRING (59.4807913 36.3573077, 59.4812698 36.357083)",120.2,,,,,
4992,1030653401,1030653369,0,69718706,False,آزاده۷,residential,30.0,22.749,"LINESTRING (59.4807913 36.3573077, 59.4805718 36.3574107)",300.2,,,,,
4993,1030653401,1030653366,0,"[550152976, 550152975]",False,"['آزاده ۹', 'آزاده ۷/۲']",residential,30.0,105.961,"LINESTRING (59.4807913 36.3573077, 59.4804477 36.3568072, 59.4808552 36.3566136)",175.8,,,,,
4994,1037128276,1037128570,0,89416872,False,حجاب ۶۳/۱,residential,30.0,42.953,"LINESTRING (59.5206155 36.3649819, 59.5203678 36.3653127)",328.9,,,,,
4995,1037128276,1037128882,0,89416880,False,ادیب ۳۶/۶,residential,30.0,34.35,"LINESTRING (59.5206155 36.3649819, 59.5209426 36.3651433)",58.5,,,,,
4996,1037128276,1037128460,0,466325694,False,حجاب ۵۹,residential,30.0,65.155,"LINESTRING (59.5206155 36.3649819, 59.5200036 36.3646648)",237.2,,,,,
4997,1037128306,1037129173,0,89416937,False,ادیب ۴۲/۴,residential,30.0,135.754,"LINESTRING (59.5239796 36.3662731, 59.523341 36.3659567, 59.5232678 36.366043, 59.5227195 36.3657826)",244.2,,,,,
4998,1037128306,280485296,0,237038771,False,ادیب ۴۲,residential,30.0,33.379,"LINESTRING (59.5239796 36.3662731, 59.5239716 36.3662865, 59.5238521 36.3665551)",340.0,,,,,
4999,1037128306,1037128981,0,237038771,False,ادیب ۴۲,residential,30.0,58.923,"LINESTRING (59.5239796 36.3662731, 59.524066 36.3661276, 59.5243042 36.3658128)",150.4,,,,,
5000,1037128381,1037128981,0,89416827,False,ادیب ۴۲/۲,residential,30.0,123.722,"LINESTRING (59.5231374 36.3652168, 59.5243042 36.3658128)",57.6,,,,,
5001,1037128434,1037129249,0,89416841,False,ادیب ۳۶/۲,residential,30.0,48.046,"LINESTRING (59.5211265 36.3640941, 59.5215816 36.364323)",58.0,,,,,
5002,1037128434,4611458338,0,89416860,False,ادیب ۳۴,residential,30.0,52.236,"LINESTRING (59.5211265 36.3640941, 59.5208288 36.3644981)",329.3,,,,,
5003,1037128434,2449870400,0,89416860,False,ادیب ۳۴,residential,30.0,41.475,"LINESTRING (59.5211265 36.3640941, 59.5213628 36.3637733)",149.3,,,,,
5004,1037128434,4611455599,0,466325267,False,حجاب ۵۵,residential,30.0,49.829,"LINESTRING (59.5211265 36.3640941, 59.5206539 36.3638575)",238.1,,,,,
5005,1037128460,1037128276,0,466325694,False,حجاب ۵۹,residential,30.0,65.155,"LINESTRING (59.5200036 36.3646648, 59.5206155 36.3649819)",57.2,,,,,
5006,1037128463,1037129435,0,"[651955914, 89416924, 89416943]",False,"['ادیب ۳۸', 'ادیب ۳۶/۳', 'ادیب ۳۶/۱']",residential,30.0,176.444,"LINESTRING (59.5219781 36.3645232, 59.5225515 36.3648133, 59.5223644 36.3650551, 59.5215616 36.364662)",292.5,,,,,
5007,1037128570,1037128276,0,89416872,False,حجاب ۶۳/۱,residential,30.0,42.953,"LINESTRING (59.5203678 36.3653127, 59.5206155 36.3649819)",148.9,,,,,
5008,1037128570,1037129344,0,89416872,False,حجاب ۶۳/۱,residential,30.0,6.459,"LINESTRING (59.5203678 36.3653127, 59.5203313 36.3653628)",329.6,,,,,
5009,1037128570,1037129198,0,89416877,False,ادیب ۳۶/۸,residential,30.0,37.318,"LINESTRING (59.5203678 36.3653127, 59.5207262 36.365484)",59.3,,,,,
5010,1037128607,4611458338,0,89416959,False,ادیب ۳۶/۴,residential,30.0,47.8,"LINESTRING (59.5212809 36.3647267, 59.5208288 36.3644981)",237.9,,,,,
5011,1037128641,1037129344,0,89416865,False,حجاب ۶۱,residential,30.0,67.374,"LINESTRING (59.5196834 36.3650547, 59.5203313 36.3653628)",59.4,,,,,
5012,1037128882,1037128276,0,89416880,False,ادیب ۳۶/۶,residential,30.0,34.35,"LINESTRING (59.5209426 36.3651433, 59.5206155 36.3649819)",238.5,,,,,
5013,1037128981,1037128381,0,89416827,False,ادیب ۴۲/۲,residential,30.0,123.722,"LINESTRING (59.5243042 36.3658128, 59.5231374 36.3652168)",237.6,,,,,
5014,1037128981,2449870508,0,237038771,False,ادیب ۴۲,residential,30.0,51.986,"LINESTRING (59.5243042 36.3658128, 59.5246062 36.3654135)",148.7,,,,,
5015,1037128981,1037128306,0,237038771,False,ادیب ۴۲,residential,30.0,58.923,"LINESTRING (59.5243042 36.3658128, 59.524066 36.3661276, 59.5239796 36.3662731)",330.4,,,,,
5016,1037129173,1037128306,0,89416937,False,ادیب ۴۲/۴,residential,30.0,135.754,"LINESTRING (59.5227195 36.3657826, 59.5232678 36.366043, 59.523341 36.3659567, 59.5239796 36.3662731)",64.2,,,,,
5017,1037129198,1037128570,0,89416877,False,ادیب ۳۶/۸,residential,30.0,37.318,"LINESTRING (59.5207262 36.365484, 59.5203678 36.3653127)",239.3,,,,,
5018,1037129249,1037128434,0,89416841,False,ادیب ۳۶/۲,residential,30.0,48.046,"LINESTRING (59.5215816 36.364323, 59.5211265 36.3640941)",238.0,,,,,
5019,1037129344,1037128641,0,89416865,False,حجاب ۶۱,residential,30.0,67.374,"LINESTRING (59.5203313 36.3653628, 59.5196834 36.3650547)",239.4,,,,,
5020,1037129344,1037128570,0,89416872,False,حجاب ۶۳/۱,residential,30.0,6.459,"LINESTRING (59.5203313 36.3653628, 59.5203678 36.3653127)",149.6,,,,,
