,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bearing,junction,access,bridge
973,266623064,269147299,0,191043142,False,,میرزا کوچک خان ۵۲ - جلال ۴۷,residential,30,156.361,"LINESTRING (59.5339275 36.3350179, 59.5322233 36.3353223)",282.5,,,
974,266623064,266146038,0,191043143,False,,کوچه امامت ۴۸,residential,30,265.154,"LINESTRING (59.5339275 36.3350179, 59.53682 36.3345111)",102.3,,,
975,266623065,266623064,0,24518002,False,,ادب ۴,tertiary,40,69.856,"LINESTRING (59.5337596 36.3344044, 59.5339275 36.3350179)",12.4,,,
976,266623065,266146039,0,24518155,False,,کوچه امامت ۴۶,residential,30,264.125,"LINESTRING (59.5337596 36.3344044, 59.5366368 36.3338848)",102.6,,,
977,266623065,266623959,0,191043140,False,,میرزا کوچک خان ۵۰ - جلال ۴۵,residential,30,156.444,"LINESTRING (59.5337596 36.3344044, 59.5320554 36.3347122)",282.6,,,
978,266623065,266623754,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.769,"LINESTRING (59.5337596 36.3344044, 59.5335894 36.3337829)",192.4,,,
979,266623120,273509897,0,25121282,False,,میرزا کوچک خان (آموزگار ۱۷),tertiary,40,49.002,"LINESTRING (59.5346958 36.3376597, 59.5348172 36.3380894)",12.8,,,
980,266623120,667934861,0,493997290,True,3,بولوار آموزگار,secondary,50,294.665,"LINESTRING (59.5346958 36.3376597, 59.5324418 36.3380677, 59.5317944 36.3381835, 59.5315154 36.3383036)",284.1,,,
981,266623157,266146034,0,24478332,True,,بولوار امامت,secondary,40,37.954,"LINESTRING (59.5374241 36.3366959, 59.5373316 36.3363628)",192.6,,,
982,266623159,268926303,0,24745031,False,,خیابان استقلال ۳,residential,30,40.355,"LINESTRING (59.539919 36.3362764, 59.5398254 36.3359214)",192.0,,,
983,266623160,266623691,0,24518146,False,,خیابان استقلال ۱,residential,30,40.315,"LINESTRING (59.5426811 36.3358005, 59.5425885 36.3354457)",191.9,,,
984,266623175,266623227,0,24518037,False,,,residential,30,68.788,"LINESTRING (59.5427586 36.3360729, 59.5429212 36.3366775)",12.2,,,
985,266623175,266623372,0,24518054,False,,کوچه آزادی ۳۶,residential,30,261.147,"LINESTRING (59.5427586 36.3360729, 59.5456041 36.3355616)",102.6,,,
986,266623175,2463126043,0,24518054,False,,کوچه آزادی ۳۶,residential,30,372.478,"LINESTRING (59.5427586 36.3360729, 59.53966 36.3366204, 59.5391359 36.336713, 59.5387109 36.336831)",283.1,,,
987,266623227,266623228,0,24518037,False,,,residential,30,68.434,"LINESTRING (59.5429212 36.3366775, 59.5430829 36.337279)",12.2,,,
988,266623227,266623175,0,24518037,False,,,residential,30,68.788,"LINESTRING (59.5429212 36.3366775, 59.5427586 36.3360729)",192.2,,,
989,266623227,2463126054,0,24518061,False,,کوچه آزادی ۳۸,residential,30,169.574,"LINESTRING (59.5429212 36.3366775, 59.5410704 36.3369982)",282.1,,,
990,266623227,266623371,0,24518061,False,,کوچه آزادی ۳۸,residential,30,260.444,"LINESTRING (59.5429212 36.3366775, 59.545765 36.3361895)",102.0,,,
991,266623228,266623229,0,24518037,False,,,residential,30,73.485,"LINESTRING (59.5430829 36.337279, 59.5432565 36.3379249)",12.2,,,
992,266623228,266623227,0,24518037,False,,,residential,30,68.434,"LINESTRING (59.5430829 36.337279, 59.5429212 36.3366775)",192.2,,,
993,266623228,2463126072,0,24518106,False,,کوچه آزادی ۴۰,residential,30,124.983,"LINESTRING (59.5430829 36.337279, 59.5417206 36.3375221)",282.5,,,
994,266623228,266623370,0,24518106,False,,کوچه آزادی ۴۰,residential,30,259.872,"LINESTRING (59.5430829 36.337279, 59.5459196 36.3367888)",102.1,,,
995,266623229,266146134,0,24518037,False,,,residential,30,69.035,"LINESTRING (59.5432565 36.3379249, 59.5434195 36.3385317)",12.2,,,
996,266623229,266623228,0,24518037,False,,,residential,30,73.485,"LINESTRING (59.5432565 36.3379249, 59.5430829 36.337279)",192.2,,,
997,266623229,266623369,0,191084046,False,,کوچه آزادی ۴۲,residential,30,259.158,"LINESTRING (59.5432565 36.3379249, 59.546084 36.3374307)",102.2,,,
998,266623229,1237761189,0,191084046,False,,کوچه آزادی ۴۲,residential,30,66.138,"LINESTRING (59.5432565 36.3379249, 59.5425349 36.338051)",282.2,,,
999,266623331,2463126096,0,24518046,False,,کوچه امامت ۴۵,residential,30,205.793,"LINESTRING (59.5408282 36.339634, 59.5430759 36.3392505)",102.0,,,
1000,266623331,266146117,0,24518046,False,,کوچه امامت ۴۵,residential,30,211.406,"LINESTRING (59.5408282 36.339634, 59.5385214 36.3400363)",282.2,,,
1001,266623331,266145907,0,24518131,False,,کوچه آموزگار ۱۱,residential,30,70.584,"LINESTRING (59.5408282 36.339634, 59.5406746 36.3390114)",191.2,,,
1002,266623331,266146168,0,24518131,False,,کوچه آموزگار ۱۱,residential,30,69.19,"LINESTRING (59.5408282 36.339634, 59.5409788 36.3402443)",11.2,,,
1003,266623332,266146135,0,24518048,False,,,residential,30,69.75,"LINESTRING (59.5464387 36.3386645, 59.5462501 36.3380559)",194.0,,,
1004,266623332,4913015326,0,24518048,False,,,residential,30,44.76,"LINESTRING (59.5464387 36.3386645, 59.5465496 36.339057)",12.8,,,
1005,266623332,2463126094,0,191084047,False,,کوچه آزادی ۴۶,residential,30,245.294,"LINESTRING (59.5464387 36.3386645, 59.5437612 36.3391277)",282.1,,,
1006,266623369,266623370,0,24518048,False,,,residential,30,72.879,"LINESTRING (59.546084 36.3374307, 59.5459196 36.3367888)",191.7,,,
1007,266623369,710906708,0,24518048,False,,,residential,30,27.84,"LINESTRING (59.546084 36.3374307, 59.5461418 36.3376767)",10.7,,,
1008,266623369,266623229,0,191084046,False,,کوچه آزادی ۴۲,residential,30,259.158,"LINESTRING (59.546084 36.3374307, 59.5432565 36.3379249)",282.2,,,
1009,266623370,266623371,0,24518048,False,,,residential,30,68.063,"LINESTRING (59.5459196 36.3367888, 59.545765 36.3361895)",191.7,,,
1010,266623370,266623369,0,24518048,False,,,residential,30,72.879,"LINESTRING (59.5459196 36.3367888, 59.546084 36.3374307)",11.7,,,
1011,266623370,266623228,0,24518106,False,,کوچه آزادی ۴۰,residential,30,259.872,"LINESTRING (59.5459196 36.3367888, 59.5430829 36.337279)",282.1,,,
1012,266623371,266623372,0,24518048,False,,,residential,30,71.291,"LINESTRING (59.545765 36.3361895, 59.5456041 36.3355616)",191.7,,,
1013,266623371,266623370,0,24518048,False,,,residential,30,68.063,"LINESTRING (59.545765 36.3361895, 59.5459196 36.3367888)",11.7,,,
1014,266623371,266623227,0,24518061,False,,کوچه آزادی ۳۸,residential,30,260.444,"LINESTRING (59.545765 36.3361895, 59.5429212 36.3366775)",282.0,,,
1015,266623372,266623371,0,24518048,False,,,residential,30,71.291,"LINESTRING (59.5456041 36.3355616, 59.545765 36.3361895)",11.7,,,
1016,266623372,266623175,0,24518054,False,,کوچه آزادی ۳۶,residential,30,261.147,"LINESTRING (59.5456041 36.3355616, 59.5427586 36.3360729)",282.6,,,
1017,266623372,268926404,0,24518048,False,,,residential,30,69.06,"LINESTRING (59.5456041 36.3355616, 59.5455385 36.335308, 59.5454462 36.3349537)",191.8,,,
1018,266623544,266623628,0,24518131,False,,کوچه آموزگار ۱۱,residential,30,70.529,"LINESTRING (59.5405222 36.338393, 59.540368 36.337771)",191.3,,,
1019,266623544,266145907,0,24518131,False,,کوچه آموزگار ۱۱,residential,30,70.105,"LINESTRING (59.5405222 36.338393, 59.5406746 36.3390114)",11.2,,,
1020,266623544,2463126082,0,191212864,False,,کوچه امامت ۴۱,residential,30,102.451,"LINESTRING (59.5405222 36.338393, 59.5416397 36.3381966)",102.3,,,
1021,266623544,266146116,0,191212864,False,,کوچه امامت ۴۱,residential,30,213.631,"LINESTRING (59.5405222 36.338393, 59.5381919 36.3388023)",282.3,,,
1022,266623628,2463126069,0,24518131,False,,کوچه آموزگار ۱۱,residential,30,51.221,"LINESTRING (59.540368 36.337771, 59.5402565 36.3373192)",191.2,,,
1023,266623628,266623544,0,24518131,False,,کوچه آموزگار ۱۱,residential,30,70.529,"LINESTRING (59.540368 36.337771, 59.5405222 36.338393)",11.3,,,
1024,266623628,266146115,0,191212862,False,,کوچه امامت ۳۹,residential,30,214.447,"LINESTRING (59.540368 36.337771, 59.5380281 36.3381792)",282.2,,,
1025,266623628,2463126074,0,191212862,False,,کوچه امامت ۳۹,residential,30,41.667,"LINESTRING (59.540368 36.337771, 59.5408232 36.3376938)",101.9,,,
1026,266623691,266623692,0,24518146,False,,خیابان استقلال ۱,residential,30,72.052,"LINESTRING (59.5425885 36.3354457, 59.5424229 36.3348116)",191.9,,,
1027,266623691,266623160,0,24518146,False,,خیابان استقلال ۱,residential,30,40.315,"LINESTRING (59.5425885 36.3354457, 59.5426811 36.3358005)",11.9,,,
1028,266623691,268926404,0,191042091,False,,کوچه آزادی ۳۴,residential,30,261.759,"LINESTRING (59.5425885 36.3354457, 59.5454462 36.3349537)",102.1,,,
1029,266623691,268926303,0,191042092,False,,کوچه استقلال ۱/۲۸,residential,30,253.092,"LINESTRING (59.5425885 36.3354457, 59.5398254 36.3359214)",282.1,,,
1030,266623692,266623693,0,24518146,False,,خیابان استقلال ۱,residential,30,69.426,"LINESTRING (59.5424229 36.3348116, 59.5422634 36.3342006)",191.9,,,
1031,266623692,266623691,0,24518146,False,,خیابان استقلال ۱,residential,30,72.052,"LINESTRING (59.5424229 36.3348116, 59.5425885 36.3354457)",11.9,,,
1032,266623692,268926405,0,191042089,False,,کوچه آزادی ۳۲,residential,30,261.965,"LINESTRING (59.5424229 36.3348116, 59.5452824 36.3343176)",102.1,,,
1033,266623692,268926302,0,191042090,False,,کوچه استقلال ۱/۲۶,residential,30,253.234,"LINESTRING (59.5424229 36.3348116, 59.5396587 36.3352892)",282.1,,,
1034,266623693,266623694,0,24518146,False,,خیابان استقلال ۱,residential,30,70.234,"LINESTRING (59.5422634 36.3342006, 59.542102 36.3335825)",191.9,,,
1035,266623693,266623692,0,24518146,False,,خیابان استقلال ۱,residential,30,69.426,"LINESTRING (59.5422634 36.3342006, 59.5424229 36.3348116)",11.9,,,
1036,266623693,268926301,0,191042087,False,,کوچه استقلال ۱/۲۴,residential,30,253.389,"LINESTRING (59.5422634 36.3342006, 59.5395005 36.3346895)",282.4,,,
1037,266623693,268926406,0,191042088,False,,کوچه آزادی ۳۰,residential,30,262.112,"LINESTRING (59.5422634 36.3342006, 59.5451214 36.3336949)",102.4,,,
1038,266623694,266623695,0,24518146,False,,خیابان استقلال ۱,residential,30,69.359,"LINESTRING (59.542102 36.3335825, 59.5419426 36.3329721)",191.9,,,
1039,266623694,266623693,0,24518146,False,,خیابان استقلال ۱,residential,30,70.234,"LINESTRING (59.542102 36.3335825, 59.5422634 36.3342006)",11.9,,,
1040,266623694,268926300,0,191042085,False,,کوچه استقلال ۱/۲۲,residential,30,253.529,"LINESTRING (59.542102 36.3335825, 59.539337 36.3340695)",282.3,,,
1041,266623694,268926407,0,191042086,False,,کوچه آزادی ۲۸,residential,30,262.256,"LINESTRING (59.542102 36.3335825, 59.5449622 36.3330789)",102.3,,,
1042,266623695,266623696,0,24518146,False,,خیابان استقلال ۱,residential,30,71.653,"LINESTRING (59.5419426 36.3329721, 59.541778 36.3323415)",191.9,,,
1043,266623695,266623694,0,24518146,False,,خیابان استقلال ۱,residential,30,69.359,"LINESTRING (59.5419426 36.3329721, 59.542102 36.3335825)",11.9,,,
1044,266623695,268926408,0,191042083,False,,کوچه آزادی ۲۶,residential,30,261.913,"LINESTRING (59.5419426 36.3329721, 59.5448029 36.3324836)",102.0,,,
1045,266623695,268926299,0,191042084,False,,کوچه استقلال ۱/۲۰,residential,30,253.67,"LINESTRING (59.5419426 36.3329721, 59.5391723 36.3334452)",282.0,,,
1046,266623696,266623697,0,24518146,False,,خیابان استقلال ۱,residential,30,69.426,"LINESTRING (59.541778 36.3323415, 59.5416185 36.3317305)",191.9,,,
1047,266623696,266623695,0,24518146,False,,خیابان استقلال ۱,residential,30,71.653,"LINESTRING (59.541778 36.3323415, 59.5419426 36.3329721)",11.9,,,
1048,266623696,268926409,0,24745112,False,,کوچه آزادی ۲۴,residential,30,261.525,"LINESTRING (59.541778 36.3323415, 59.5446308 36.3318416)",102.3,,,
1049,266623696,268926298,0,191042082,False,,کوچه استقلال ۱/۱۸,residential,30,253.823,"LINESTRING (59.541778 36.3323415, 59.5390092 36.3328267)",282.3,,,
1050,266623697,266623698,0,24518146,False,,خیابان استقلال ۱,residential,30,69.927,"LINESTRING (59.5416185 36.3317305, 59.5414578 36.3311151)",191.9,,,
1051,266623697,266623696,0,24518146,False,,خیابان استقلال ۱,residential,30,69.426,"LINESTRING (59.5416185 36.3317305, 59.541778 36.3323415)",11.9,,,
1052,266623697,268926410,0,24745107,False,,کوچه آزادی ۲۲,residential,30,258.783,"LINESTRING (59.5416185 36.3317305, 59.5444492 36.3312658)",101.5,,,
1053,266623697,268926297,0,191042080,False,,کوچه استقلال ۱/۱۶,residential,30,253.969,"LINESTRING (59.5416185 36.3317305, 59.5388479 36.3322151)",282.3,,,
1054,266623698,266623699,0,24518146,False,,خیابان استقلال ۱,residential,30,70.234,"LINESTRING (59.5414578 36.3311151, 59.5412964 36.330497)",191.9,,,
1055,266623698,266623697,0,24518146,False,,خیابان استقلال ۱,residential,30,69.927,"LINESTRING (59.5414578 36.3311151, 59.5416185 36.3317305)",11.9,,,
1056,266623698,268926411,0,24745089,False,,کوچه آزادی ۲۰,residential,30,257.177,"LINESTRING (59.5414578 36.3311151, 59.5442638 36.330626)",102.2,,,
1057,266623698,268926296,0,191042077,False,,کوچه استقلال ۱/۱۴,residential,30,254.109,"LINESTRING (59.5414578 36.3311151, 59.5386854 36.3315989)",282.2,,,
1058,266623699,266623700,0,24518146,False,,خیابان استقلال ۱,residential,30,69.938,"LINESTRING (59.5412964 36.330497, 59.5411357 36.3298815)",191.9,,,
1059,266623699,266623698,0,24518146,False,,خیابان استقلال ۱,residential,30,70.234,"LINESTRING (59.5412964 36.330497, 59.5414578 36.3311151)",11.9,,,
1060,266623699,268926412,0,24745097,False,,کوچه آزادی ۱۸,residential,30,259.301,"LINESTRING (59.5412964 36.330497, 59.5441266 36.3300078)",102.1,,,
1061,266623699,268926295,0,191042076,False,,کوچه استقلال ۱/۱۲,residential,30,254.254,"LINESTRING (59.5412964 36.330497, 59.5385244 36.3309883)",282.4,,,
1062,266623700,266623701,0,24518146,False,,خیابان استقلال ۱,residential,30,71.336,"LINESTRING (59.5411357 36.3298815, 59.5409718 36.3292537)",191.9,,,
1063,266623700,266623699,0,24518146,False,,خیابان استقلال ۱,residential,30,69.938,"LINESTRING (59.5411357 36.3298815, 59.5412964 36.330497)",11.9,,,
1064,266623700,268926294,0,191042073,False,,کوچه استقلال ۱/۱۰,residential,30,254.397,"LINESTRING (59.5411357 36.3298815, 59.5383607 36.3303677)",282.3,,,
1065,266623700,268926412,0,"[24745056, 24518048]",False,,کوچه آزادی ۱۶,residential,30,328.80999999999995,"LINESTRING (59.5411357 36.3298815, 59.5439581 36.3293915, 59.5441266 36.3300078)",87.0,,,
1066,266623701,266623702,0,24518146,False,,خیابان استقلال ۱,residential,30,69.971,"LINESTRING (59.5409718 36.3292537, 59.5408111 36.3286379)",191.9,,,
1067,266623701,266623700,0,24518146,False,,خیابان استقلال ۱,residential,30,71.336,"LINESTRING (59.5409718 36.3292537, 59.5411357 36.3298815)",11.9,,,
1068,266623701,268925351,0,24744983,False,,کوچه استقلال ۱/۸,residential,30,254.54,"LINESTRING (59.5409718 36.3292537, 59.5381938 36.3297347)",282.1,,,
1069,266623701,268926014,0,24745002,False,,کوچه آزادی ۱۴,residential,30,251.856,"LINESTRING (59.5409718 36.3292537, 59.5437222 36.3287842)",102.0,,,
1070,266623702,266623703,0,24518146,False,,خیابان استقلال ۱,residential,30,70.893,"LINESTRING (59.5408111 36.3286379, 59.5406482 36.328014)",191.9,,,
1071,266623702,266623701,0,24518146,False,,خیابان استقلال ۱,residential,30,69.971,"LINESTRING (59.5408111 36.3286379, 59.5409718 36.3292537)",11.9,,,
1072,266623702,268926011,0,24744995,False,,کوچه استقلال ۱/۶,residential,30,254.691,"LINESTRING (59.5408111 36.3286379, 59.5380322 36.3291219)",282.2,,,
1073,266623702,268925932,0,24745003,False,,کوچه آزادی ۱۲,residential,30,252.554,"LINESTRING (59.5408111 36.3286379, 59.5435677 36.3281618)",102.1,,,
1074,266623703,266623704,0,24518146,False,,خیابان استقلال ۱,residential,30,70.575,"LINESTRING (59.5406482 36.328014, 59.540486 36.3273929)",191.9,,,
1075,266623703,266623702,0,24518146,False,,خیابان استقلال ۱,residential,30,70.893,"LINESTRING (59.5406482 36.328014, 59.5408111 36.3286379)",11.9,,,
1076,266623703,268922030,0,24744936,False,,کوچه آزادی ۱۰,residential,30,247.58,"LINESTRING (59.5406482 36.328014, 59.5433446 36.3275257)",102.7,,,
1077,266623703,268924714,0,24744966,False,,کوچه استقلال ۱/۴,residential,30,254.846,"LINESTRING (59.5406482 36.328014, 59.5378698 36.3285063)",282.4,,,
1078,266623704,266623703,0,24518146,False,,خیابان استقلال ۱,residential,30,70.575,"LINESTRING (59.540486 36.3273929, 59.5406482 36.328014)",11.9,,,
1079,266623704,268922053,0,24744931,False,,کوچه آزادی ۸,residential,30,201.021,"LINESTRING (59.540486 36.3273929, 59.5426837 36.3270278)",101.7,,,
1080,266623704,268924627,0,24744950,False,,کوچه استقلال ۱/۲,residential,30,254.976,"LINESTRING (59.540486 36.3273929, 59.5377048 36.3278803)",282.3,,,
1081,266623704,263266202,0,24518146,False,,خیابان استقلال ۱,residential,30,59.244,"LINESTRING (59.540486 36.3273929, 59.5403669 36.3269366, 59.540362 36.3268702)",190.8,,,
1082,266623754,269146157,0,191043137,False,,کوچه مدرس ۴۵,residential,30,156.24,"LINESTRING (59.5335894 36.3337829, 59.5318873 36.3340898)",282.6,,,
1083,266623754,268441897,0,191043138,False,,کوچه میرزا کوچک خان ۴۷,residential,30,158.151,"LINESTRING (59.5335894 36.3337829, 59.5353123 36.3334722)",102.6,,,
1084,266623754,266623755,0,593037278,False,,میرزا کوچک خان,tertiary,40,69.925,"LINESTRING (59.5335894 36.3337829, 59.5334213 36.3331688)",192.4,,,
1085,266623754,266623065,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.769,"LINESTRING (59.5335894 36.3337829, 59.5337596 36.3344044)",12.4,,,
1086,266623755,269146209,0,191043134,False,,کوچه مدرس ۴۳,residential,30,156.354,"LINESTRING (59.5334213 36.3331688, 59.5317188 36.3334789)",282.7,,,
1087,266623755,268441896,0,191043135,False,,کوچه میرزا کوچک خان ۴۵,residential,30,157.931,"LINESTRING (59.5334213 36.3331688, 59.535141 36.3328557)",102.7,,,
1088,266623755,266623756,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.461,"LINESTRING (59.5334213 36.3331688, 59.5332519 36.33255)",192.4,,,
1089,266623755,266623754,0,593037278,False,,میرزا کوچک خان,tertiary,40,69.925,"LINESTRING (59.5334213 36.3331688, 59.5335894 36.3337829)",12.4,,,
1090,266623756,268441895,0,191043131,False,,کوچه میرزا کوچک خان ۴۳,residential,30,157.708,"LINESTRING (59.5332519 36.33255, 59.5349702 36.3322411)",102.6,,,
1091,266623756,269146208,0,191043133,False,,کوچه مدرس ۴۱,residential,30,156.46,"LINESTRING (59.5332519 36.33255, 59.5315472 36.3328565)",282.6,,,
1092,266623756,266623757,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.448,"LINESTRING (59.5332519 36.33255, 59.5330826 36.3319313)",192.4,,,
1093,266623756,266623755,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.461,"LINESTRING (59.5332519 36.33255, 59.5334213 36.3331688)",12.4,,,
1094,266623757,269146207,0,191043128,False,,کوچه مدرس ۳۹,residential,30,156.577,"LINESTRING (59.5330826 36.3319313, 59.5313775 36.3322411)",282.7,,,
1095,266623757,268441894,0,191043130,False,,کوچه میرزا کوچک خان ۴۱,residential,30,157.482,"LINESTRING (59.5330826 36.3319313, 59.5347975 36.3316195)",102.7,,,
1096,266623757,266623758,0,593037278,False,,میرزا کوچک خان,tertiary,40,69.504,"LINESTRING (59.5330826 36.3319313, 59.5329155 36.3313209)",192.4,,,
1097,266623757,266623756,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.448,"LINESTRING (59.5330826 36.3319313, 59.5332519 36.33255)",12.4,,,
1098,266623758,269146206,0,191043125,False,,کوچه مدرس ۳۷,residential,30,156.683,"LINESTRING (59.5329155 36.3313209, 59.5312074 36.3316242)",282.4,,,
1099,266623758,268441893,0,191043126,False,,کوچه میرزا کوچک خان ۳۹,residential,30,157.261,"LINESTRING (59.5329155 36.3313209, 59.5346299 36.3310165)",102.4,,,
1100,266623758,266623759,0,593037278,False,,میرزا کوچک خان,tertiary,40,71.156,"LINESTRING (59.5329155 36.3313209, 59.5327444 36.330696)",192.4,,,
1101,266623758,266623757,0,593037278,False,,میرزا کوچک خان,tertiary,40,69.504,"LINESTRING (59.5329155 36.3313209, 59.5330826 36.3319313)",12.4,,,
1102,266623759,268441892,0,191043122,False,,کوچه میرزا کوچک خان ۳۷,residential,30,157.044,"LINESTRING (59.5327444 36.330696, 59.5344559 36.3303901)",102.5,,,
1103,266623759,268925352,0,191043123,False,,کوچه مدرس ۳۵,residential,30,156.787,"LINESTRING (59.5327444 36.330696, 59.5310357 36.3310014)",282.5,,,
1104,266623759,266623760,0,593037278,False,,میرزا کوچک خان,tertiary,40,68.729,"LINESTRING (59.5327444 36.330696, 59.5325792 36.3300924)",192.4,,,
1105,266623759,266623758,0,593037278,False,,میرزا کوچک خان,tertiary,40,71.156,"LINESTRING (59.5327444 36.330696, 59.5329155 36.3313209)",12.4,,,
1106,266623760,269146205,0,191043120,False,,کوچه مدرس ۳۳,residential,30,156.894,"LINESTRING (59.5325792 36.3300924, 59.5308697 36.3303993)",282.6,,,
1107,266623760,268441891,0,191043121,False,,کوچه میرزا کوچک خان ۳۵,residential,30,156.82,"LINESTRING (59.5325792 36.3300924, 59.5342879 36.3297857)",102.6,,,
1108,266623760,266623761,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.871,"LINESTRING (59.5325792 36.3300924, 59.5324088 36.32947)",192.4,,,
1109,266623760,266623759,0,593037278,False,,میرزا کوچک خان,tertiary,40,68.729,"LINESTRING (59.5325792 36.3300924, 59.5327444 36.330696)",12.4,,,
1110,266623761,269146204,0,191043117,False,,کوچه مدرس ۳۱,residential,30,157.006,"LINESTRING (59.5324088 36.32947, 59.5306977 36.3297757)",282.5,,,
1111,266623761,268441890,0,191043118,False,,کوچه میرزا کوچک خان ۳۳,residential,30,156.605,"LINESTRING (59.5324088 36.32947, 59.5341155 36.329165)",102.5,,,
1112,266623761,266623762,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.483,"LINESTRING (59.5324088 36.32947, 59.5322394 36.328851)",192.4,,,
1113,266623761,266623760,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.871,"LINESTRING (59.5324088 36.32947, 59.5325792 36.3300924)",12.4,,,
1114,266623762,269146203,0,191043113,False,,کوچه مدرس ۲۹,residential,30,157.116,"LINESTRING (59.5322394 36.328851, 59.530527 36.3291565)",282.5,,,
1115,266623762,268441889,0,191043114,False,,کوچه ۳۱ میرزا کوچک خان,residential,30,156.379,"LINESTRING (59.5322394 36.328851, 59.5339438 36.3285471)",102.5,,,
1116,266623762,263266214,0,593037278,False,,میرزا کوچک خان,tertiary,40,60.537,"LINESTRING (59.5322394 36.328851, 59.5321343 36.3283132)",188.9,,,
1117,266623762,266623761,0,593037278,False,,میرزا کوچک خان,tertiary,40,70.483,"LINESTRING (59.5322394 36.328851, 59.5324088 36.32947)",12.4,,,
1118,266623959,269147299,0,24767094,False,,ادب ۶ - جلال ۴۹/۱,residential,30,69.487,"LINESTRING (59.5320554 36.3347122, 59.5322233 36.3353223)",12.5,,,
1119,266623959,266623065,0,191043140,False,,میرزا کوچک خان ۵۰ - جلال ۴۵,residential,30,156.444,"LINESTRING (59.5320554 36.3347122, 59.5337596 36.3344044)",102.6,,,
1120,266623959,543485254,0,191043141,False,,کوچه جلال آل احمد ۴۵,residential,30,136.238,"LINESTRING (59.5320554 36.3347122, 59.5305713 36.3349802)",282.6,,,
1121,266623960,264161704,0,191043508,False,,کوچه جلال آل احمد ۴۶,residential,30,135.527,"LINESTRING (59.5301431 36.3350464, 59.5298153 36.3351056, 59.5286668 36.3353132)",282.6,,,
1122,266623961,269148102,0,84894292,False,,قاسمی,residential,30,70.208,"LINESTRING (59.5269627 36.3356212, 59.5271325 36.3362376)",12.5,,,
1123,266623961,269146118,0,84894292,False,,قاسمی,residential,30,66.712,"LINESTRING (59.5269627 36.3356212, 59.5268019 36.3350354)",192.5,,,
1124,266623961,266623962,0,191043506,False,,کوچه معاد ۴۳,residential,30,154.556,"LINESTRING (59.5269627 36.3356212, 59.5252791 36.3359255)",282.6,,,
1125,266623961,264161704,0,191043507,False,,کوچه سروش ۴۴,residential,30,156.439,"LINESTRING (59.5269627 36.3356212, 59.5286668 36.3353132)",102.6,,,
1126,266623962,266623961,0,191043506,False,,کوچه معاد ۴۳,residential,30,154.556,"LINESTRING (59.5252791 36.3359255, 59.5269627 36.3356212)",102.6,,,
1127,266623962,266623963,0,191043509,False,,کوچه معاد ۴۴,residential,30,155.381,"LINESTRING (59.5252791 36.3359255, 59.5235865 36.3362314)",282.6,,,
1128,266623962,269148023,0,556572319,False,,خیابان معاد,residential,30,70.439,"LINESTRING (59.5252791 36.3359255, 59.5254485 36.3365441)",12.4,,,
1129,266623962,269146119,0,556572319,False,,خیابان معاد,residential,30,68.128,"LINESTRING (59.5252791 36.3359255, 59.5251097 36.3353282)",192.9,,,
1130,266623963,750022754,0,53590315,False,,کوچه سید رضی ۴۱,residential,30,150.363,"LINESTRING (59.5235865 36.3362314, 59.5219475 36.3365236)",282.5,,,
1131,266623963,667353543,0,84894255,False,,عدل,residential,30,70.676,"LINESTRING (59.5235865 36.3362314, 59.5237535 36.3368526)",12.2,,,
1132,266623963,269145905,0,84894255,False,,عدل,residential,30,68.182,"LINESTRING (59.5235865 36.3362314, 59.5234123 36.3356345)",193.2,,,
1133,266623963,266623962,0,191043509,False,,کوچه معاد ۴۴,residential,30,155.381,"LINESTRING (59.5235865 36.3362314, 59.5252791 36.3359255)",102.6,,,
1134,266623994,262322715,0,645535132,False,,سید مرتضی,tertiary,40,63.583,"LINESTRING (59.5146884 36.3274137, 59.5149215 36.3279538)",19.2,,,
1135,266623994,262322714,0,645535132,False,,سید مرتضی,tertiary,40,5.995,"LINESTRING (59.5146884 36.3274137, 59.5146667 36.3273627)",198.9,,,
1136,266623994,266219392,0,"[780333040, 24518164]",False,,"['کوچه شهید رضوی ۱۵', 'کوچه سید مرتضی ۹']",residential,30,155.412,"LINESTRING (59.5146884 36.3274137, 59.5155025 36.3271656, 59.516311 36.3269192)",110.7,,,
1137,266624019,1030097901,0,24518170,False,,کوچه دانش آموز ۱۱,residential,30,44.278,"LINESTRING (59.5136292 36.3292903, 59.5131677 36.3294329)",291.0,,,
1138,266624019,266624063,0,24518179,False,,شیخ مفید,residential,30,37.931,"LINESTRING (59.5136292 36.3292903, 59.5137805 36.3296089)",20.9,,,
1139,266624019,9022443887,0,"[24518185, 24518179]",False,,"['شیخ مفید', 'کوچه سید مرتضی ۱۲']",residential,30,63.43900000000001,"LINESTRING (59.5136292 36.3292903, 59.5135299 36.3290807, 59.5139287 36.3289518)",144.5,,,
