,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bearing,junction,access,bridge
1140,266624063,266624064,0,24518179,False,,شیخ مفید,residential,30,63.809,"LINESTRING (59.5137805 36.3296089, 59.5140349 36.3301449)",20.9,,,
1141,266624063,266624019,0,24518179,False,,شیخ مفید,residential,30,37.931,"LINESTRING (59.5137805 36.3296089, 59.5136292 36.3292903)",200.9,,,
1142,266624063,266624108,0,24518188,False,,کوچه سید مرتضی ۱۴,residential,30,158.719,"LINESTRING (59.5137805 36.3296089, 59.5154314 36.3290907)",111.3,,,
1143,266624063,266624075,0,24518182,False,,کوچه دانش آموز ۱۳,residential,30,124.517,"LINESTRING (59.5137805 36.3296089, 59.513211 36.3297875, 59.5130341 36.330172, 59.5130069 36.3301944, 59.5127944 36.3302673)",309.7,,,
1144,266624064,266624065,0,24518179,False,,شیخ مفید,residential,30,66.57,"LINESTRING (59.5140349 36.3301449, 59.5143003 36.3307041)",20.9,,,
1145,266624064,266624063,0,24518179,False,,شیخ مفید,residential,30,63.809,"LINESTRING (59.5140349 36.3301449, 59.5137805 36.3296089)",200.9,,,
1146,266624064,266624078,0,191060562,False,,کوچه سید مرتضی ۱۶,residential,30,158.989,"LINESTRING (59.5140349 36.3301449, 59.5156934 36.3296358)",110.9,,,
1147,266624064,266624075,0,24518183,False,,کوچه شیخ مفید ۱۸,residential,30,131.667,"LINESTRING (59.5140349 36.3301449, 59.5129449 36.3304795, 59.5127944 36.3302673)",277.0,,,
1148,266624065,266624066,0,24518179,False,,شیخ مفید,residential,30,64.939,"LINESTRING (59.5143003 36.3307041, 59.5145592 36.3312496)",20.9,,,
1149,266624065,266624064,0,24518179,False,,شیخ مفید,residential,30,66.57,"LINESTRING (59.5143003 36.3307041, 59.5140349 36.3301449)",200.9,,,
1150,266624065,269144185,0,191060567,False,,کوچه شیخ مفید ۲۰,residential,30,161.44,"LINESTRING (59.5143003 36.3307041, 59.5126202 36.3312294)",291.2,,,
1151,266624065,269144184,0,191060568,False,,کوچه سید مرتضی ۱۸,residential,30,159.263,"LINESTRING (59.5143003 36.3307041, 59.5159576 36.3301856)",111.2,,,
1152,266624066,266624067,0,24518179,False,,شیخ مفید,residential,30,64.237,"LINESTRING (59.5145592 36.3312496, 59.5148153 36.3317892)",20.9,,,
1153,266624066,266624065,0,24518179,False,,شیخ مفید,residential,30,64.939,"LINESTRING (59.5145592 36.3312496, 59.5143003 36.3307041)",200.9,,,
1154,266624066,269145058,0,191060574,False,,کوچه ۲۲ شیخ مفید,residential,30,160.596,"LINESTRING (59.5145592 36.3312496, 59.5128877 36.3317718)",291.2,,,
1155,266624066,269145057,0,191060575,False,,کوچه سید مرتضی ۲۰,residential,30,159.541,"LINESTRING (59.5145592 36.3312496, 59.5162195 36.3307304)",111.2,,,
1156,266624067,266624066,0,24518179,False,,شیخ مفید,residential,30,64.237,"LINESTRING (59.5148153 36.3317892, 59.5145592 36.3312496)",200.9,,,
1157,266624067,269145351,0,191060570,False,,کوچه سید مرتضی ۲۲,residential,30,159.813,"LINESTRING (59.5148153 36.3317892, 59.5164779 36.331268)",111.3,,,
1158,266624067,269145095,0,191060571,False,,کوچه شیخ مفید ۲۴,residential,30,159.764,"LINESTRING (59.5148153 36.3317892, 59.5131475 36.3322983)",290.8,,,
1159,266624067,4540095882,0,645523484,False,,معلم ۲۶,residential,30,88.684,"LINESTRING (59.5148153 36.3317892, 59.5151615 36.3325364)",20.5,,,
1160,266624075,266622649,0,24518182,False,,کوچه دانش آموز ۱۳,residential,30,157.56,"LINESTRING (59.5127944 36.3302673, 59.5111547 36.33078)",291.2,,,
1161,266624075,266624063,0,24518182,False,,کوچه دانش آموز ۱۳,residential,30,124.517,"LINESTRING (59.5127944 36.3302673, 59.5130069 36.3301944, 59.5130341 36.330172, 59.513211 36.3297875, 59.5137805 36.3296089)",129.7,,,
1162,266624075,266624064,0,24518183,False,,کوچه شیخ مفید ۱۸,residential,30,131.667,"LINESTRING (59.5127944 36.3302673, 59.5129449 36.3304795, 59.5140349 36.3301449)",97.0,,,
1163,266624078,269144184,0,24518186,False,,خیابان سید مرتضی,tertiary,40,65.556,"LINESTRING (59.5156934 36.3296358, 59.5159576 36.3301856)",21.2,,,
1164,266624078,266624108,0,24518186,False,,خیابان سید مرتضی,tertiary,40,64.998,"LINESTRING (59.5156934 36.3296358, 59.5154314 36.3290907)",201.2,,,
1165,266624078,266624079,0,191060561,False,,کوچه سید مرتضی ۱۵,residential,30,159.094,"LINESTRING (59.5156934 36.3296358, 59.517353 36.3291264)",110.9,,,
1166,266624078,266624064,0,191060562,False,,کوچه سید مرتضی ۱۶,residential,30,158.989,"LINESTRING (59.5156934 36.3296358, 59.5140349 36.3301449)",290.9,,,
1167,266624079,269144183,0,24518190,False,,معلم ۲۲,residential,30,64.55,"LINESTRING (59.517353 36.3291264, 59.5176143 36.3296674)",21.3,,,
1168,266624079,266624121,0,24518190,False,,معلم ۲۲,residential,30,66.177,"LINESTRING (59.517353 36.3291264, 59.517085 36.3285718)",201.3,,,
1169,266624079,266624078,0,191060561,False,,کوچه سید مرتضی ۱۵,residential,30,159.094,"LINESTRING (59.517353 36.3291264, 59.5156934 36.3296358)",290.9,,,
1170,266624079,260747005,0,191060563,False,,سید رضی ۱۸,residential,30,145.212,"LINESTRING (59.517353 36.3291264, 59.5188678 36.3286615)",110.9,,,
1171,266624104,9022443885,0,24518185,False,,کوچه سید مرتضی ۱۲,residential,30,114.874,"LINESTRING (59.5151937 36.3285429, 59.5140036 36.3289276)",291.9,,,
1172,266624104,266624108,0,24518186,False,,خیابان سید مرتضی,tertiary,40,64.527,"LINESTRING (59.5151937 36.3285429, 59.5154314 36.3290907)",19.3,,,
1173,266624104,266144794,0,24518186,False,,خیابان سید مرتضی,tertiary,40,58.319,"LINESTRING (59.5151937 36.3285429, 59.5149593 36.3280536)",201.1,,,
1174,266624104,266624105,0,191060558,False,,کوچه سید مرتضی ۱۱,residential,30,159.025,"LINESTRING (59.5151937 36.3285429, 59.5168548 36.3280385)",110.7,,,
1175,266624105,266624121,0,24518190,False,,معلم ۲۲,residential,30,62.784,"LINESTRING (59.5168548 36.3280385, 59.517085 36.3285718)",19.2,,,
1176,266624105,266144793,0,24518190,False,,معلم ۲۲,residential,30,59.162,"LINESTRING (59.5168548 36.3280385, 59.5166287 36.3275386)",200.0,,,
1177,266624105,1890095809,0,191060557,False,,سیدرضی ۱۴,residential,30,126.321,"LINESTRING (59.5168548 36.3280385, 59.5181643 36.3276171)",111.8,,,
1178,266624105,266624104,0,191060558,False,,کوچه سید مرتضی ۱۱,residential,30,159.025,"LINESTRING (59.5168548 36.3280385, 59.5151937 36.3285429)",290.7,,,
1179,266624108,266624078,0,24518186,False,,خیابان سید مرتضی,tertiary,40,64.998,"LINESTRING (59.5154314 36.3290907, 59.5156934 36.3296358)",21.2,,,
1180,266624108,266624104,0,24518186,False,,خیابان سید مرتضی,tertiary,40,64.527,"LINESTRING (59.5154314 36.3290907, 59.5151937 36.3285429)",199.3,,,
1181,266624108,266624063,0,24518188,False,,کوچه سید مرتضی ۱۴,residential,30,158.719,"LINESTRING (59.5154314 36.3290907, 59.5137805 36.3296089)",291.3,,,
1182,266624108,266624121,0,191060560,False,,کوچه سید مرتضی ۱۳,residential,30,158.974,"LINESTRING (59.5154314 36.3290907, 59.517085 36.3285718)",111.3,,,
1183,266624121,266624079,0,24518190,False,,معلم ۲۲,residential,30,66.177,"LINESTRING (59.517085 36.3285718, 59.517353 36.3291264)",21.3,,,
1184,266624121,266624105,0,24518190,False,,معلم ۲۲,residential,30,62.784,"LINESTRING (59.517085 36.3285718, 59.5168548 36.3280385)",199.2,,,
1185,266624121,1890095811,0,191060559,False,,سیدرضی ۱۶,residential,30,129.085,"LINESTRING (59.517085 36.3285718, 59.5184357 36.3281674)",110.4,,,
1186,266624121,266624108,0,191060560,False,,کوچه سید مرتضی ۱۳,residential,30,158.974,"LINESTRING (59.517085 36.3285718, 59.5154314 36.3290907)",291.3,,,
1187,266624351,260131317,0,106562545,False,,کوچه قائم مقام فراهانی ۹,residential,30,271.144,"LINESTRING (59.4979905 36.3325645, 59.5008137 36.3316851)",111.1,,,
1188,266624351,875819756,0,645535142,False,,قائم مقام فراهانی,residential,30,22.137,"LINESTRING (59.4979905 36.3325645, 59.4980799 36.3327501)",21.2,,,
1189,266624351,875819714,0,645535142,False,,قائم مقام فراهانی,residential,30,44.548,"LINESTRING (59.4979905 36.3325645, 59.4978106 36.332191)",201.2,,,
1190,266624363,260746912,0,24518225,False,,کوچه دانشجو ۱۲,residential,30,165.99,"LINESTRING (59.5020112 36.3328921, 59.5037606 36.3323999)",109.3,,,
1191,266624363,266624604,0,24518255,False,,معلم ۴۰,residential,30,74.611,"LINESTRING (59.5020112 36.3328921, 59.5023133 36.3335174)",21.3,,,
1192,266624363,266624364,0,191228196,False,,,residential,30,50.716,"LINESTRING (59.5020112 36.3328921, 59.5014841 36.3330586)",291.4,,,
1193,266624364,266144225,0,24518234,False,,فرهنگ ۳۳,residential,30,69.478,"LINESTRING (59.5014841 36.3330586, 59.5011797 36.3324839)",203.1,,,
1194,266624364,266624365,0,191228196,False,,,residential,30,80.929,"LINESTRING (59.5014841 36.3330586, 59.500643 36.3333243)",291.4,,,
1195,266624364,266624363,0,191228196,False,,,residential,30,50.716,"LINESTRING (59.5014841 36.3330586, 59.5020112 36.3328921)",111.4,,,
1196,266624365,266624605,0,26239994,False,,معلم ۴۲,residential,30,74.338,"LINESTRING (59.500643 36.3333243, 59.5009418 36.333948)",21.1,,,
1197,266624365,266624364,0,191228196,False,,,residential,30,80.929,"LINESTRING (59.500643 36.3333243, 59.5014841 36.3330586)",111.4,,,
1198,266624365,266624366,0,191235593,False,,کوچه قائم مقام فراهانی ۱۱,residential,30,192.262,"LINESTRING (59.500643 36.3333243, 59.4986891 36.3340399)",294.4,,,
1199,266624366,9022443857,0,26239976,False,,قائم مقام فراهانی,residential,30,57.818,"LINESTRING (59.4986891 36.3340399, 59.498458 36.3335544)",201.0,,,
1200,266624366,287345629,0,26239976,False,,قائم مقام فراهانی,residential,30,55.133,"LINESTRING (59.4986891 36.3340399, 59.4989106 36.3345025)",21.1,,,
1201,266624366,875819749,0,74015123,False,,قائم مقام ۱۶,residential,30,110.502,"LINESTRING (59.4986891 36.3340399, 59.497535 36.3343909)",290.7,,,
1202,266624366,266624365,0,191235593,False,,کوچه قائم مقام فراهانی ۱۱,residential,30,192.262,"LINESTRING (59.4986891 36.3340399, 59.500643 36.3333243)",114.4,,,
1203,266624604,260746911,0,24518232,False,,کوچه دانشجو ۱۴,residential,30,167.061,"LINESTRING (59.5023133 36.3335174, 59.5040798 36.3330356)",108.7,,,
1204,266624604,266624676,0,24518255,False,,معلم ۴۰,residential,30,75.029,"LINESTRING (59.5023133 36.3335174, 59.5026171 36.3341462)",21.3,,,
1205,266624604,266624363,0,24518255,False,,معلم ۴۰,residential,30,74.611,"LINESTRING (59.5023133 36.3335174, 59.5020112 36.3328921)",201.3,,,
1206,266624604,266624605,0,191228199,False,,,residential,30,131.855,"LINESTRING (59.5023133 36.3335174, 59.5009418 36.333948)",291.3,,,
1207,266624605,266624365,0,26239994,False,,معلم ۴۲,residential,30,74.338,"LINESTRING (59.5009418 36.333948, 59.500643 36.3333243)",201.1,,,
1208,266624605,287345376,0,26239994,False,,معلم ۴۲,residential,30,75.088,"LINESTRING (59.5009418 36.333948, 59.5012436 36.334578)",21.1,,,
1209,266624605,266624604,0,191228199,False,,,residential,30,131.855,"LINESTRING (59.5009418 36.333948, 59.5023133 36.3335174)",111.3,,,
1210,266624605,266624606,0,191235598,False,,کوچه قائم مقام فراهانی ۱۳,residential,30,191.948,"LINESTRING (59.5009418 36.333948, 59.4989758 36.3346347)",293.4,,,
1211,266624606,287345629,0,26239976,False,,قائم مقام فراهانی,residential,30,15.818,"LINESTRING (59.4989758 36.3346347, 59.4989106 36.3345025)",201.7,,,
1212,266624606,287345618,0,26239976,False,,قائم مقام فراهانی,residential,30,39.229,"LINESTRING (59.4989758 36.3346347, 59.4991336 36.3349638)",21.1,,,
1213,266624606,266624605,0,191235598,False,,کوچه قائم مقام فراهانی ۱۳,residential,30,191.948,"LINESTRING (59.4989758 36.3346347, 59.5009418 36.333948)",113.4,,,
1214,266624676,266624677,0,24518255,False,,معلم ۴۰,residential,30,75.587,"LINESTRING (59.5026171 36.3341462, 59.5029231 36.3347797)",21.3,,,
1215,266624676,266624604,0,24518255,False,,معلم ۴۰,residential,30,75.029,"LINESTRING (59.5026171 36.3341462, 59.5023133 36.3335174)",201.3,,,
1216,266624676,260746910,0,191228198,False,,کوچه دانشجو ۱۶,residential,30,167.132,"LINESTRING (59.5026171 36.3341462, 59.5043855 36.3336669)",108.6,,,
1217,266624676,287345376,0,191235589,False,,,residential,30,132.069,"LINESTRING (59.5026171 36.3341462, 59.5012436 36.334578)",291.3,,,
1218,266624677,266624678,0,24518255,False,,معلم ۴۰,residential,30,75.066,"LINESTRING (59.5029231 36.3347797, 59.5032271 36.3354088)",21.3,,,
1219,266624677,266624676,0,24518255,False,,معلم ۴۰,residential,30,75.587,"LINESTRING (59.5029231 36.3347797, 59.5026171 36.3341462)",201.3,,,
1220,266624677,260746909,0,26239982,False,,کوچه دانشجو ۱۸,residential,30,166.967,"LINESTRING (59.5029231 36.3347797, 59.5046825 36.3342838)",109.3,,,
1221,266624677,287345304,0,191229166,False,,,residential,30,132.29,"LINESTRING (59.5029231 36.3347797, 59.5015507 36.3352192)",291.7,,,
1222,266624678,263268218,0,24518255,False,,معلم ۴۰,residential,30,74.849,"LINESTRING (59.5032271 36.3354088, 59.5035224 36.3360385)",20.7,,,
1223,266624678,266624677,0,24518255,False,,معلم ۴۰,residential,30,75.066,"LINESTRING (59.5032271 36.3354088, 59.5029231 36.3347797)",201.3,,,
1224,266624678,260746908,0,26239986,False,,کوچه دانشجو ۲۰,residential,30,166.712,"LINESTRING (59.5032271 36.3354088, 59.5049831 36.334912)",109.4,,,
1225,266624678,287345323,0,191229164,False,,,residential,30,132.499,"LINESTRING (59.5032271 36.3354088, 59.5018478 36.3358393)",291.2,,,
1226,266624802,266624803,0,24518274,False,,کوچه دانشجو ۱۱,residential,30,50.841,"LINESTRING (59.5056725 36.3317605, 59.506202 36.3315959)",111.1,,,
1227,266624802,260745684,0,24518274,False,,کوچه دانشجو ۱۱,residential,30,171.927,"LINESTRING (59.5056725 36.3317605, 59.5038991 36.3323518)",292.5,,,
1228,266624802,266625270,0,24766744,False,,پرورش,residential,30,74.33,"LINESTRING (59.5056725 36.3317605, 59.5059796 36.3323815)",21.7,,,
1229,266624803,266624804,0,24518274,False,,کوچه دانشجو ۱۱,residential,30,214.609,"LINESTRING (59.506202 36.3315959, 59.5084539 36.3309372)",110.0,,,
1230,266624803,266624802,0,24518274,False,,کوچه دانشجو ۱۱,residential,30,50.841,"LINESTRING (59.506202 36.3315959, 59.5056725 36.3317605)",291.1,,,
1231,266624803,266144223,0,24518275,False,,پرورش,residential,30,71.7,"LINESTRING (59.506202 36.3315959, 59.5058595 36.3310131)",205.3,,,
1232,266624804,266624803,0,24518274,False,,کوچه دانشجو ۱۱,residential,30,214.609,"LINESTRING (59.5084539 36.3309372, 59.506202 36.3315959)",290.0,,,
1233,266624804,266624943,0,24518309,False,,آموزش,residential,30,70.543,"LINESTRING (59.5084539 36.3309372, 59.5087766 36.3315159)",24.2,,,
1234,266624804,266144222,0,24518309,False,,آموزش,residential,30,75.654,"LINESTRING (59.5084539 36.3309372, 59.5081222 36.3303115)",203.1,,,
1235,266624804,266622770,0,191227592,False,,کوچه دانش آموز ۱۲,residential,30,217.883,"LINESTRING (59.5084539 36.3309372, 59.5107278 36.3302417)",110.8,,,
1236,266624943,266624804,0,24518309,False,,آموزش,residential,30,70.543,"LINESTRING (59.5087766 36.3315159, 59.5084539 36.3309372)",204.2,,,
1237,266624943,266625267,0,191227593,False,,,residential,30,34.442,"LINESTRING (59.5087766 36.3315159, 59.5091355 36.3314048)",111.0,,,
1238,266624943,266625269,0,191227594,False,,,residential,30,49.246,"LINESTRING (59.5087766 36.3315159, 59.5082634 36.3316747)",291.0,,,
1239,266625267,266622769,0,24518323,False,,کوچه دانش آموز ۱۴,residential,30,180.842,"LINESTRING (59.5091355 36.3314048, 59.5110369 36.3308583)",109.6,,,
1240,266625267,269144402,0,24766773,False,,آموزش,residential,30,81.201,"LINESTRING (59.5091355 36.3314048, 59.5093999 36.3321033)",17.0,,,
1241,266625267,266624943,0,191227593,False,,,residential,30,34.442,"LINESTRING (59.5091355 36.3314048, 59.5087766 36.3315159)",291.0,,,
1242,266625269,269144401,0,24766784,False,,معلم ۳۴,residential,30,81.049,"LINESTRING (59.5082634 36.3316747, 59.5085293 36.3323714)",17.1,,,
1243,266625269,266625270,0,191227594,False,,,residential,30,219.156,"LINESTRING (59.5082634 36.3316747, 59.5059796 36.3323815)",291.0,,,
1244,266625269,266624943,0,191227594,False,,,residential,30,49.246,"LINESTRING (59.5082634 36.3316747, 59.5087766 36.3315159)",111.0,,,
1245,266625270,269144251,0,24766744,False,,پرورش,residential,30,82.538,"LINESTRING (59.5059796 36.3323815, 59.506263 36.3330878)",17.9,,,
1246,266625270,266624802,0,24766744,False,,پرورش,residential,30,74.33,"LINESTRING (59.5059796 36.3323815, 59.5056725 36.3317605)",201.7,,,
1247,266625270,266625269,0,191227594,False,,,residential,30,219.156,"LINESTRING (59.5059796 36.3323815, 59.5082634 36.3316747)",111.0,,,
1248,266625270,260745685,0,673570395,False,,دانشجو ۱۳,residential,,172.234,"LINESTRING (59.5059796 36.3323815, 59.5042161 36.3329987)",293.5,,,
1249,268150691,643842764,0,24671073,False,,کوچه جلال آل احمد ۱,residential,30,145.662,"LINESTRING (59.5266786 36.3205732, 59.5251592 36.3210394)",290.8,,,
1250,268150691,264160616,0,191060911,False,,کوچه مدرس ۱,residential,30,181.811,"LINESTRING (59.5266786 36.3205732, 59.5285698 36.3199803)",111.3,,,
1251,268150691,268150692,0,645535119,False,,مدرس,residential,30,64.157,"LINESTRING (59.5266786 36.3205732, 59.5269367 36.3211114)",21.1,,,
1252,268150691,260590113,0,24671071,False,,۹ وکیل آباد,residential,30,69.55799999999999,"LINESTRING (59.5266786 36.3205732, 59.5264186 36.3200288, 59.5263914 36.3199927)",201.7,,,
1253,268150692,264160614,0,24671078,False,,کوچه مدرس ۳,residential,30,173.642,"LINESTRING (59.5269367 36.3211114, 59.5287468 36.3205532)",110.9,,,
