,u,v,key,osmid,oneway,lanes,highway,maxspeed,length,bearing,name,bridge,geometry,width,ref,tunnel,junction
491,288979517,1805974447,0,58399350,True,,tertiary,30,8.207,179.2,میدان کارمندان,,"LINESTRING (59.6470574 36.2679502, 59.6470587 36.2678764)",,,,roundabout
492,288979518,724120810,0,58399350,True,,tertiary,30,26.918000000000003,44.8,میدان کارمندان,,"LINESTRING (59.6473029 36.2675701, 59.647352 36.2675623, 59.6474011 36.2675703, 59.6474426 36.2675928, 59.6474703 36.2676264, 59.6474799 36.267666, 59.6474699 36.2677055)",,,,roundabout
493,288979518,1805974321,0,968154704,True,,tertiary,30,156.481,145.8,رستمی۲,,"LINESTRING (59.6473029 36.2675701, 59.6475582 36.2673394, 59.6480708 36.2666695, 59.6482814 36.266409)",,,,
494,288979527,704381631,0,56129488,False,,residential,30,158.44,148.0,مصلی ۳۰/۵ - طالبی ۳۰/۴,,"LINESTRING (59.646929 36.265079, 59.6478664 36.2638711)",,,,
495,288979527,5674829068,0,595424345,False,,residential,,41.162,325.5,مصلی ۳۰/۸,,"LINESTRING (59.646929 36.265079, 59.646669 36.2653841)",,,,
496,288979527,288979528,0,58399348,False,,tertiary,30,25.644,218.6,رستمی ۲/۲۹,,"LINESTRING (59.646929 36.265079, 59.6468311 36.2649643, 59.6467513 36.2648994)",,,,
497,288979527,704381658,0,58399348,False,,tertiary,30,48.922,28.9,رستمی ۲/۲۹,,"LINESTRING (59.646929 36.265079, 59.6470843 36.2652962, 59.6471926 36.2654641)",,,,
498,288979528,704381630,0,56129489,False,,residential,30,150.289,148.0,طالبی ۳۰/۲ - مصلی ۳۰/۳,,"LINESTRING (59.6467513 36.2648994, 59.6476398 36.2637533)",,,,
499,288979528,5424799085,0,58399348,False,,tertiary,30,44.593,231.6,رستمی ۲/۲۹,,"LINESTRING (59.6467513 36.2648994, 59.6463614 36.2646504)",,,,
500,288979528,288979527,0,58399348,False,,tertiary,30,25.644,38.6,رستمی ۲/۲۹,,"LINESTRING (59.6467513 36.2648994, 59.6468311 36.2649643, 59.646929 36.265079)",,,,
501,288979546,704381630,0,56129487,False,,residential,30,50.462,56.8,طالبی ۳۰,,"LINESTRING (59.6471686 36.2635051, 59.6476398 36.2637533)",,,,
502,288979546,2430551867,0,26377851,False,,tertiary,30,104.863,148.1,شهیدطالبی,,"LINESTRING (59.6471686 36.2635051, 59.6474975 36.2630784, 59.6477581 36.2627401, 59.6477859 36.2627041)",,,,
503,288979546,266745216,0,26377851,False,,tertiary,30,145.067,328.1,شهیدطالبی,,"LINESTRING (59.6471686 36.2635051, 59.6466992 36.2641141, 59.6463146 36.2646132)",,,,
504,288979548,260760695,0,234935079,True,,tertiary,30,76.351,196.4,,,"LINESTRING (59.6482893 36.2620511, 59.6483537 36.2618154, 59.6483506 36.2617054, 59.6482676 36.2615986, 59.6480739 36.2614594)",,,,
505,288979548,2430551867,0,996270560,False,,tertiary,30,85.495,328.1,شهیدطالبی,,"LINESTRING (59.6482893 36.2620511, 59.6479467 36.2624955, 59.6477859 36.2627041)",,,,
506,288979687,5424800024,0,26377854,False,,residential,30,9.523,34.0,مصلی ۲۸,,"LINESTRING (59.6426874 36.2651405, 59.6427468 36.2652115)",,,,
507,288979687,5424800022,0,26377854,False,,residential,30,40.443,214.0,مصلی ۲۸,,"LINESTRING (59.6426874 36.2651405, 59.6424351 36.264839)",,,,
508,288979687,5424800025,0,26377861,False,,residential,30,176.878,303.4,باقری۱,,"LINESTRING (59.6426874 36.2651405, 59.6410399 36.2660156)",,,,
509,288979861,5424800025,0,26377861,False,,residential,30,24.246,123.4,باقری۱,,"LINESTRING (59.6408141 36.2661356, 59.6410399 36.2660156)",,,,
510,288979861,5424799308,0,442203021,True,,tertiary,30,267.349,58.0,شهید باقری - مصلی ۲۶,,"LINESTRING (59.6408141 36.2661356, 59.6431845 36.2673281, 59.6433444 36.2674079)",,,,
511,288979978,1924023049,0,58218068,False,,tertiary,30,54.183,238.6,شهید خسروی,,"LINESTRING (59.6397677 36.2656457, 59.6392518 36.2653919)",,,,
512,288979978,1924023055,0,58218068,False,,tertiary,30,7.689,62.0,شهید خسروی,,"LINESTRING (59.6397677 36.2656457, 59.6398434 36.2656782)",,,,
513,288979978,1924023056,0,182059268,False,,residential,30,38.582,319.1,خسروی ۱,,"LINESTRING (59.6397677 36.2656457, 59.6394857 36.2659078)",,,,
514,288979979,1924023049,0,58218068,False,,tertiary,30,48.003,58.6,شهید خسروی,,"LINESTRING (59.6387947 36.2651671, 59.6392518 36.2653919)",,,,
515,288979979,1924023058,0,182059245,False,,residential,30,117.616,318.9,خسروی ۳,,"LINESTRING (59.6387947 36.2651671, 59.6379329 36.2659646)",,,,
516,288979979,1924023052,0,182059271,False,,residential,30,51.403,35.1,مصلی ۲۹,,"LINESTRING (59.6387947 36.2651671, 59.6391244 36.2655453)",,,,
517,288979979,288979980,0,599339654,False,,tertiary,30,48.558,225.9,محمد اباد ۱۶,,"LINESTRING (59.6387947 36.2651671, 59.638406 36.264863)",,,,
518,288979980,1924023054,0,599339651,False,,residential,30,111.957,319.5,خسروی ۵,,"LINESTRING (59.638406 36.264863, 59.6375957 36.2656291)",,,,
519,288979980,288979194,0,599339654,False,,tertiary,30,65.447,219.3,محمد اباد ۱۶,,"LINESTRING (59.638406 36.264863, 59.6379434 36.2644077)",,,,
520,288979980,288979979,0,599339654,False,,tertiary,30,48.558,45.9,محمد اباد ۱۶,,"LINESTRING (59.638406 36.264863, 59.6387947 36.2651671)",,,,
521,288980116,750790911,0,26377866,False,,residential,30,75.861,213.5,محمد آباد ۵,,"LINESTRING (59.6359707 36.265029, 59.6355033 36.2644603)",,,,
522,288980116,288979196,0,26377866,False,,residential,30,97.878,33.7,محمد آباد ۵,,"LINESTRING (59.6359707 36.265029, 59.6365759 36.2657616)",,,,
523,288980116,750790887,0,60355099,False,,residential,30,62.074,125.0,,,"LINESTRING (59.6359707 36.265029, 59.6365381 36.2647091)",,,,
524,288980117,290975844,0,26377866,False,,residential,30,35.878,216.3,محمد آباد ۵,,"LINESTRING (59.6353061 36.26425, 59.6350693 36.2639899)",,,,
525,288980117,750790911,0,26377866,False,,residential,30,29.316,37.1,محمد آباد ۵,,"LINESTRING (59.6353061 36.26425, 59.6355033 36.2644603)",,,,
526,288980117,290975694,0,597183911,False,,tertiary,30,84.268,308.3,ابراهیمیان ۱,,"LINESTRING (59.6353061 36.26425, 59.6345681 36.2647193)",,,,
527,288980117,750790976,0,26547595,False,,residential,30,91.246,128.8,ابراهیمیان ۶,,"LINESTRING (59.6353061 36.26425, 59.6359048 36.2638692, 59.6360996 36.2637363)",,,,
528,288980118,290975908,0,26377866,False,,residential,30,47.043,216.9,محمد آباد ۵,,"LINESTRING (59.6346592 36.2635499, 59.6343438 36.2632118)",,,,
529,288980118,290975912,0,26377866,False,,residential,30,13.183,36.9,محمد آباد ۵,,"LINESTRING (59.6346592 36.2635499, 59.6347475 36.2636447)",,,,
530,288980118,290976048,0,26547637,False,,residential,30,342.38199999999995,128.3,ابراهیمیان ۱۰,,"LINESTRING (59.6346592 36.2635499, 59.6352345 36.263184, 59.6363285 36.2624883, 59.6376572 36.2616427)",,,,
531,289453431,289457208,0,26418762,False,,residential,30,41.209,271.6,,,"LINESTRING (59.6319757 36.26978, 59.6315162 36.2697901)",,,,
532,289453431,290975354,0,217783273,True,,tertiary,40,28.219,136.3,خیابان صدوقی- چهنو,,"LINESTRING (59.6319757 36.26978, 59.632193 36.2695964)",,,,
533,289453704,289457677,0,26418824,False,,residential,30,32.727,208.8,شیرودی ۱۸,,"LINESTRING (59.6288241 36.2721734, 59.6286482 36.2719155)",,,,
534,289453704,290975014,0,437122158,True,,tertiary,40,112.41,131.6,خیابان صدوقی- چهنو,,"LINESTRING (59.6288241 36.2721734, 59.6297623 36.2715027)",,,,
535,289454090,289454092,0,26418581,False,,residential,30,16.37,32.9,مصلی ۷,,"LINESTRING (59.6288389 36.2726047, 59.6289381 36.2727283)",,,,
536,289454092,289454090,0,26418581,False,,residential,30,16.37,212.9,مصلی ۷,,"LINESTRING (59.6289381 36.2727283, 59.6288389 36.2726047)",,,,
537,289454092,290974973,0,745962557,False,,residential,30,70.189,33.8,مصلی ۷,,"LINESTRING (59.6289381 36.2727283, 59.6293741 36.2732526)",,,,
538,289454092,290974926,0,745962558,False,,residential,30,65.557,306.8,گوهری ۱۱,,"LINESTRING (59.6289381 36.2727283, 59.6283522 36.2730811)",,,,
539,289454092,290974930,0,"[316727520, 26547481]",False,,residential,30,141.602,95.2,گوهری ۱۰,,"LINESTRING (59.6289381 36.2727283, 59.6297154 36.2722603, 59.6300985 36.2726424)",,,,
540,289454097,290975012,0,523838278,False,,residential,30,90.967,140.8,گوهری ۶,,"LINESTRING (59.6297771 36.2735957, 59.630419 36.2729621)",,,,
541,289454097,290975117,0,745962555,False,,residential,30,25.888,43.4,مصلی ۷,,"LINESTRING (59.6297771 36.2735957, 59.6299756 36.2737648)",,,,
542,289454097,5098852688,0,745962555,False,,residential,30,3.261,223.4,مصلی ۷,,"LINESTRING (59.6297771 36.2735957, 59.6297521 36.2735744)",,,,
543,289454100,290974931,0,26418585,False,,residential,30,84.879,139.9,گوهری ۴,,"LINESTRING (59.6301875 36.2739234, 59.6307975 36.2733396)",,,,
544,289454100,290975041,0,745962555,False,,residential,30,14.109,46.8,مصلی ۷,,"LINESTRING (59.6301875 36.2739234, 59.6303023 36.2740102)",,,,
545,289454100,290975117,0,745962555,False,,residential,30,25.92,227.1,مصلی ۷,,"LINESTRING (59.6301875 36.2739234, 59.6299756 36.2737648)",,,,
546,289454334,290975014,0,26547518,False,,residential,30,206.311,218.0,,,"LINESTRING (59.6311796 36.2729645, 59.6297623 36.2715027)",,,,
547,289454334,5695447555,0,745962554,False,,residential,30,8.766,140.6,,,"LINESTRING (59.6311796 36.2729645, 59.6312417 36.2729036)",,,,
548,289454334,290974931,0,745962554,False,,residential,30,53.972,320.6,,,"LINESTRING (59.6311796 36.2729645, 59.6307975 36.2733396)",,,,
549,289454335,458253949,0,38684864,False,,residential,,94.57,47.9,مصلی ۹,,"LINESTRING (59.6324587 36.2717466, 59.6332414 36.2723168)",,,,
550,289454335,289454336,0,745962554,False,,residential,30,56.813,138.5,,,"LINESTRING (59.6324587 36.2717466, 59.6328783 36.2713637)",,,,
551,289454335,290975157,0,745962554,False,,residential,30,21.395,318.5,,,"LINESTRING (59.6324587 36.2717466, 59.6323007 36.2718908)",,,,
552,289454336,290975177,0,26547542,False,,residential,30,60.155,225.5,,,"LINESTRING (59.6328783 36.2713637, 59.6323996 36.2709846)",,,,
553,289454336,290975417,0,745962554,False,,residential,30,88.427,138.6,,,"LINESTRING (59.6328783 36.2713637, 59.6335302 36.2707669)",,,,
554,289454336,289454335,0,745962554,False,,residential,30,56.813,318.5,,,"LINESTRING (59.6328783 36.2713637, 59.6324587 36.2717466)",,,,
555,289454398,8998622110,0,26418586,False,,residential,30,156.73,312.0,رستمی ۳۵,,"LINESTRING (59.6356045 36.2690422, 59.6355245 36.2692229, 59.6354298 36.2693294, 59.634335 36.2699631)",,,,
556,289454398,1243749072,0,971180982,True,,secondary,50,109.512,214.8,بولوار شهید رستمی,,"LINESTRING (59.6356045 36.2690422, 59.6353551 36.2687531, 59.6352305 36.2686083, 59.6349077 36.2682333)",,,,
557,289457026,289457591,0,26350907,False,,residential,30,60.704,38.4,شیرودی ۲۲,,"LINESTRING (59.6290558 36.2698443, 59.6294766 36.270272)",,,,
558,289457026,288707646,0,26350907,False,,residential,30,24.905,218.4,شیرودی ۲۲,,"LINESTRING (59.6290558 36.2698443, 59.6288832 36.2696688)",,,,
559,289457026,289457063,0,26418762,False,,residential,30,120.651,91.6,,,"LINESTRING (59.6290558 36.2698443, 59.6304011 36.2698147)",,,,
560,289457063,289457208,0,26418762,False,,residential,30,100.006,91.6,,,"LINESTRING (59.6304011 36.2698147, 59.6315162 36.2697901)",,,,
561,289457063,289457026,0,26418762,False,,residential,30,120.651,271.6,,,"LINESTRING (59.6304011 36.2698147, 59.6290558 36.2698443)",,,,
562,289457063,289457349,0,26418812,False,,residential,30,52.169,182.3,,,"LINESTRING (59.6304011 36.2698147, 59.630378 36.2693459)",,,,
563,289457063,289457444,0,26418812,False,,residential,30,47.924,2.1,,,"LINESTRING (59.6304011 36.2698147, 59.6304208 36.2702454)",,,,
564,289457065,2270892222,0,26418790,True,,residential,30,47.91,271.9,شیرودی ۲۸,,"LINESTRING (59.6303153 36.2679848, 59.6297812 36.2679991)",,,,
565,289457065,289457333,0,26418812,False,,residential,30,54.279,2.2,,,"LINESTRING (59.6303153 36.2679848, 59.6303381 36.2684726)",,,,
566,289457201,289457202,0,26418780,False,,residential,30,151.033,272.7,شیرودی ۲۴,,"LINESTRING (59.6331612 36.2688191, 59.6314784 36.2688831)",,,,
567,289457201,5424799732,0,217783273,True,,tertiary,40,11.157,134.5,خیابان صدوقی- چهنو,,"LINESTRING (59.6331612 36.2688191, 59.63325 36.2687488)",,,,
568,289457202,289457203,0,26418780,False,,residential,30,100.447,271.9,شیرودی ۲۴,,"LINESTRING (59.6314784 36.2688831, 59.6303586 36.2689133)",,,,
569,289457202,289457201,0,26418780,False,,residential,30,151.033,92.7,شیرودی ۲۴,,"LINESTRING (59.6314784 36.2688831, 59.6331612 36.2688191)",,,,
570,289457202,289457416,0,26418781,False,,residential,30,54.071,1.9,,,"LINESTRING (59.6314784 36.2688831, 59.6314985 36.2693691)",,,,
571,289457202,289457345,0,26418781,False,,residential,30,49.031,181.9,,,"LINESTRING (59.6314784 36.2688831, 59.6314602 36.2684424)",,,,
572,289457203,2270892249,0,26418780,False,,residential,30,134.417,271.9,شیرودی ۲۴,,"LINESTRING (59.6303586 36.2689133, 59.6288601 36.2689537)",,,,
573,289457203,289457202,0,26418780,False,,residential,30,100.447,91.9,شیرودی ۲۴,,"LINESTRING (59.6303586 36.2689133, 59.6314784 36.2688831)",,,,
574,289457203,289457333,0,26418812,False,,residential,30,49.038,182.1,,,"LINESTRING (59.6303586 36.2689133, 59.6303381 36.2684726)",,,,
575,289457203,289457349,0,26418812,False,,residential,30,48.134,2.1,,,"LINESTRING (59.6303586 36.2689133, 59.630378 36.2693459)",,,,
576,289457205,290974926,0,26547508,False,,residential,30,35.751,37.5,,,"LINESTRING (59.6281093 36.2728261, 59.6283522 36.2730811)",,,,
577,289457205,289453704,0,437122158,True,,tertiary,40,96.817,138.6,خیابان صدوقی- چهنو,,"LINESTRING (59.6281093 36.2728261, 59.6288241 36.2721734)",,,,
578,289457205,4349495733,0,437122159,False,,tertiary,40,43.83,318.9,چمن ۵۹,,"LINESTRING (59.6281093 36.2728261, 59.6277877 36.273123)",,,,
579,289457208,289453431,0,26418762,False,,residential,30,41.209,91.6,,,"LINESTRING (59.6315162 36.2697901, 59.6319757 36.26978)",,,,
580,289457208,289457063,0,26418762,False,,residential,30,100.006,271.6,,,"LINESTRING (59.6315162 36.2697901, 59.6304011 36.2698147)",,,,
581,289457208,289457416,0,26418781,False,,residential,30,46.84,181.9,,,"LINESTRING (59.6315162 36.2697901, 59.6314985 36.2693691)",,,,
582,289457248,289457345,0,26418781,False,,residential,30,54.282,1.9,,,"LINESTRING (59.63144 36.2679545, 59.6314602 36.2684424)",,,,
583,289457248,289457065,0,26418790,True,,residential,30,100.888,271.9,شیرودی ۲۸,,"LINESTRING (59.63144 36.2679545, 59.6303153 36.2679848)",,,,
584,289457332,290975454,0,26377826,True,,residential,30,51.477,33.5,,,"LINESTRING (59.6326813 36.2677513, 59.6329983 36.2681373)",,,,
585,289457332,290975457,0,26547573,False,,residential,30,88.206,125.6,مصلی ۱۵/۱۴,,"LINESTRING (59.6326813 36.2677513, 59.6334809 36.2672891)",,,,
586,289457333,289457345,0,26418801,False,,residential,30,100.654,91.9,شیرودی ۲۶,,"LINESTRING (59.6303381 36.2684726, 59.6314602 36.2684424)",,,,
587,289457333,2270892243,0,26418801,False,,residential,30,93.277,271.8,شیرودی ۲۶,,"LINESTRING (59.6303381 36.2684726, 59.6292982 36.2684996)",,,,
588,289457333,289457065,0,26418812,False,,residential,30,54.279,182.2,,,"LINESTRING (59.6303381 36.2684726, 59.6303153 36.2679848)",,,,
589,289457333,289457203,0,26418812,False,,residential,30,49.038,2.1,,,"LINESTRING (59.6303381 36.2684726, 59.6303586 36.2689133)",,,,
590,289457345,289457202,0,26418781,False,,residential,30,49.031,1.9,,,"LINESTRING (59.6314602 36.2684424, 59.6314784 36.2688831)",,,,
591,289457345,289457248,0,26418781,False,,residential,30,54.282,181.9,,,"LINESTRING (59.6314602 36.2684424, 59.63144 36.2679545)",,,,
592,289457345,5424799731,0,26418801,False,,residential,30,133.654,92.1,شیرودی ۲۶,,"LINESTRING (59.6314602 36.2684424, 59.63295 36.268398)",,,,
593,289457345,289457333,0,26418801,False,,residential,30,100.654,271.9,شیرودی ۲۶,,"LINESTRING (59.6314602 36.2684424, 59.6303381 36.2684726)",,,,
594,289457349,289457203,0,26418812,False,,residential,30,48.134,182.1,,,"LINESTRING (59.630378 36.2693459, 59.6303586 36.2689133)",,,,
595,289457349,289457063,0,26418812,False,,residential,30,52.169,2.3,,,"LINESTRING (59.630378 36.2693459, 59.6304011 36.2698147)",,,,
596,289457349,289457419,0,217783306,False,,residential,30,157.084,272.4,,,"LINESTRING (59.630378 36.2693459, 59.6286274 36.2694059)",,,,
597,289457414,289457416,0,26418803,False,,residential,30,95.332,274.6,صدوقی ۳۱,,"LINESTRING (59.6325584 36.2692999, 59.6314985 36.2693691)",,,,
598,289457414,290975300,0,217783273,True,,tertiary,40,19.233,135.2,خیابان صدوقی- چهنو,,"LINESTRING (59.6325584 36.2692999, 59.6327096 36.2691772)",,,,
599,289457416,289457208,0,26418781,False,,residential,30,46.84,1.9,,,"LINESTRING (59.6314985 36.2693691, 59.6315162 36.2697901)",,,,
600,289457416,289457202,0,26418781,False,,residential,30,54.071,181.9,,,"LINESTRING (59.6314985 36.2693691, 59.6314784 36.2688831)",,,,
601,289457416,289457414,0,26418803,False,,residential,30,95.332,94.6,صدوقی ۳۱,,"LINESTRING (59.6314985 36.2693691, 59.6325584 36.2692999)",,,,
602,289457419,288707646,0,26350907,False,,residential,30,37.155,38.1,شیرودی ۲۲,,"LINESTRING (59.6286274 36.2694059, 59.6288832 36.2696688)",,,,
603,289457419,288706485,0,26350907,False,,residential,30,15.607,218.1,شیرودی ۲۲,,"LINESTRING (59.6286274 36.2694059, 59.6285199 36.2692955)",,,,
604,289457419,289457349,0,217783306,False,,residential,30,157.084,92.4,,,"LINESTRING (59.6286274 36.2694059, 59.630378 36.2693459)",,,,
605,289457444,289457063,0,26418812,False,,residential,30,47.924,182.1,,,"LINESTRING (59.6304208 36.2702454, 59.6304011 36.2698147)",,,,
606,289457444,289457545,0,26418812,False,,residential,30,50.262,2.1,,,"LINESTRING (59.6304208 36.2702454, 59.6304418 36.2706971)",,,,
607,289457444,289457592,0,26418819,False,,residential,30,90.672,92.0,,,"LINESTRING (59.6304208 36.2702454, 59.6314316 36.2702171)",,,,
608,289457444,289457591,0,26418819,False,,residential,30,84.699,272.0,,,"LINESTRING (59.6304208 36.2702454, 59.6294766 36.270272)",,,,
609,289457544,289457545,0,26418816,False,,residential,30,34.286,269.1,,,"LINESTRING (59.6308242 36.2707018, 59.6304418 36.2706971)",,,,
610,289457544,290975137,0,217783273,True,,tertiary,40,20.809,134.7,خیابان صدوقی- چهنو,,"LINESTRING (59.6308242 36.2707018, 59.6309891 36.2705701)",,,,
611,289457545,289457444,0,26418812,False,,residential,30,50.262,182.1,,,"LINESTRING (59.6304418 36.2706971, 59.6304208 36.2702454)",,,,
612,289457545,289457546,0,26418816,False,,residential,30,50.496,269.1,,,"LINESTRING (59.6304418 36.2706971, 59.6298786 36.2706902)",,,,
613,289457545,289457544,0,26418816,False,,residential,30,34.286,89.1,,,"LINESTRING (59.6304418 36.2706971, 59.6308242 36.2707018)",,,,
614,289457546,290974913,0,26350907,False,,residential,30,14.255,37.7,شیرودی ۲۲,,"LINESTRING (59.6298786 36.2706902, 59.6299759 36.2707916)",,,,
615,289457546,290974855,0,26350907,False,,residential,30,51.119,217.8,شیرودی ۲۲,,"LINESTRING (59.6298786 36.2706902, 59.6295295 36.2703267)",,,,
616,289457546,289457545,0,26418816,False,,residential,30,50.496,89.1,,,"LINESTRING (59.6298786 36.2706902, 59.6304418 36.2706971)",,,,
617,289457591,290974855,0,26350907,False,,residential,30,7.713,37.9,شیرودی ۲۲,,"LINESTRING (59.6294766 36.270272, 59.6295295 36.2703267)",,,,
618,289457591,289457026,0,26350907,False,,residential,30,60.704,218.4,شیرودی ۲۲,,"LINESTRING (59.6294766 36.270272, 59.6290558 36.2698443)",,,,
619,289457591,289457444,0,26418819,False,,residential,30,84.699,92.0,,,"LINESTRING (59.6294766 36.270272, 59.6304208 36.2702454)",,,,
620,289457592,289457444,0,26418819,False,,residential,30,90.672,272.0,,,"LINESTRING (59.6314316 36.2702171, 59.6304208 36.2702454)",,,,
621,289457592,290975165,0,26547542,False,,residential,30,85.487,45.8,,,"LINESTRING (59.6314316 36.2702171, 59.6321158 36.2707526)",,,,
622,289457592,290975270,0,217783273,True,,tertiary,40,50.503,134.4,خیابان صدوقی- چهنو,,"LINESTRING (59.6314316 36.2702171, 59.6318343 36.2698995)",,,,
623,289457675,290974856,0,26418824,False,,residential,30,40.485,34.6,شیرودی ۱۸,,"LINESTRING (59.627823 36.2708233, 59.6280796 36.2711229)",,,,
624,289457675,4347367141,0,26418824,False,,residential,30,28.121,216.6,شیرودی ۱۸,,"LINESTRING (59.627823 36.2708233, 59.6276361 36.2706202)",,,,
625,289457675,288706979,0,26547417,False,,residential,30,138.15,303.8,چمن ۵۱,,"LINESTRING (59.627823 36.2708233, 59.6265419 36.2715138)",,,,
626,289457676,290974900,0,26418824,False,,residential,30,39.824,28.8,شیرودی ۱۸,,"LINESTRING (59.6282176 36.2712956, 59.6284317 36.2716094)",,,,
627,289457676,290974856,0,26418824,False,,residential,30,22.843,212.8,شیرودی ۱۸,,"LINESTRING (59.6282176 36.2712956, 59.6280796 36.2711229)",,,,
628,289457676,288706980,0,26547423,False,,residential,30,139.33,296.4,چمن ۵۳,,"LINESTRING (59.6282176 36.2712956, 59.6268251 36.2718521)",,,,
629,289457677,289453704,0,26418824,False,,residential,30,32.727,28.8,شیرودی ۱۸,,"LINESTRING (59.6286482 36.2719155, 59.6288241 36.2721734)",,,,
630,289457677,290974615,0,26418824,False,,residential,30,29.996,210.6,شیرودی ۱۸,,"LINESTRING (59.6286482 36.2719155, 59.6284781 36.2716832)",,,,
631,289457677,4349495730,0,437122157,False,,residential,30,148.002,295.4,چمن ۵۷,,"LINESTRING (59.6286482 36.2719155, 59.6271569 36.2724865)",,,,
632,290974615,289457677,0,26418824,False,,residential,30,29.996,30.6,شیرودی ۱۸,,"LINESTRING (59.6284781 36.2716832, 59.6286482 36.2719155)",,,,
633,290974615,290974900,0,26418824,False,,residential,30,9.2,206.9,شیرودی ۱۸,,"LINESTRING (59.6284781 36.2716832, 59.6284317 36.2716094)",,,,
634,290974615,288706981,0,26547428,False,,residential,30,142.299,296.1,چمن ۵۵,,"LINESTRING (59.6284781 36.2716832, 59.6270524 36.2722458)",,,,
635,290974681,2270892275,0,26418824,False,,residential,30,54.759,218.4,شیرودی ۱۸,,"LINESTRING (59.627508 36.2704809, 59.627129 36.2700947)",,,,
636,290974681,288706978,0,26547433,False,,residential,30,138.382,309.4,چمن ۴۹,,"LINESTRING (59.627508 36.2704809, 59.6263156 36.2712712)",,,,
637,290974681,4347367141,0,26418824,False,,residential,30,19.283,36.6,شیرودی ۱۸,,"LINESTRING (59.627508 36.2704809, 59.6276257 36.2706089, 59.6276361 36.2706202)",,,,
638,290974774,290974776,0,26547443,False,,residential,30,86.905,216.2,شیرودی ۲۰,,"LINESTRING (59.628935 36.2706548, 59.628362 36.2700244)",,,,
639,290974774,290974856,0,26547450,False,,residential,30,92.682,304.2,,,"LINESTRING (59.628935 36.2706548, 59.6280796 36.2711229)",,,,
640,290974774,290974855,0,26547450,False,,residential,30,64.587,124.4,,,"LINESTRING (59.628935 36.2706548, 59.6295295 36.2703267)",,,,
641,290974776,2270892266,0,26547443,False,,residential,30,58.227,216.2,شیرودی ۲۰,,"LINESTRING (59.628362 36.2700244, 59.6279783 36.2696019)",,,,
642,290974776,290974774,0,26547443,False,,residential,30,86.905,36.2,شیرودی ۲۰,,"LINESTRING (59.628362 36.2700244, 59.628935 36.2706548)",,,,
643,290974776,288707646,0,436880460,False,,residential,30,61.211,130.2,,,"LINESTRING (59.628362 36.2700244, 59.6288832 36.2696688)",,,,
644,290974776,4347367141,0,436880460,False,,residential,30,102.356,315.5,,,"LINESTRING (59.628362 36.2700244, 59.6277443 36.2704311, 59.6278155 36.2704983, 59.6276361 36.2706202)",,,,
645,290974855,289457546,0,26350907,False,,residential,30,51.119,37.8,شیرودی ۲۲,,"LINESTRING (59.6295295 36.2703267, 59.6298786 36.2706902)",,,,
646,290974855,289457591,0,26350907,False,,residential,30,7.713,217.9,شیرودی ۲۲,,"LINESTRING (59.6295295 36.2703267, 59.6294766 36.270272)",,,,
647,290974855,290974774,0,26547450,False,,residential,30,64.587,304.4,,,"LINESTRING (59.6295295 36.2703267, 59.628935 36.2706548)",,,,
648,290974856,289457676,0,26418824,False,,residential,30,22.843,32.8,شیرودی ۱۸,,"LINESTRING (59.6280796 36.2711229, 59.6282176 36.2712956)",,,,
649,290974856,289457675,0,26418824,False,,residential,30,40.485,214.6,شیرودی ۱۸,,"LINESTRING (59.6280796 36.2711229, 59.627823 36.2708233)",,,,
650,290974856,290974774,0,26547450,False,,residential,30,92.682,124.2,,,"LINESTRING (59.6280796 36.2711229, 59.628935 36.2706548)",,,,
651,290974900,290974615,0,26418824,False,,residential,30,9.2,26.9,شیرودی ۱۸,,"LINESTRING (59.6284317 36.2716094, 59.6284781 36.2716832)",,,,
652,290974900,289457676,0,26418824,False,,residential,30,39.824,208.8,شیرودی ۱۸,,"LINESTRING (59.6284317 36.2716094, 59.6282176 36.2712956)",,,,
653,290974900,290974913,0,26547461,False,,residential,30,165.631,123.3,,,"LINESTRING (59.6284317 36.2716094, 59.6299759 36.2707916)",,,,
654,290974913,288707647,0,26350907,False,,residential,30,45.849,38.1,شیرودی ۲۲,,"LINESTRING (59.6299759 36.2707916, 59.6302916 36.271116)",,,,
655,290974913,289457546,0,26350907,False,,residential,30,14.255,217.7,شیرودی ۲۲,,"LINESTRING (59.6299759 36.2707916, 59.6298786 36.2706902)",,,,
656,290974913,290974900,0,26547461,False,,residential,30,165.631,303.3,,,"LINESTRING (59.6299759 36.2707916, 59.6284317 36.2716094)",,,,
657,290974926,289457205,0,26547508,False,,residential,30,35.751,217.5,,,"LINESTRING (59.6283522 36.2730811, 59.6281093 36.2728261)",,,,
658,290974926,290974975,0,26547508,False,,residential,30,70.979,37.5,,,"LINESTRING (59.6283522 36.2730811, 59.6288344 36.2735874)",,,,
659,290974926,289454092,0,745962558,False,,residential,30,65.557,126.8,گوهری ۱۱,,"LINESTRING (59.6283522 36.2730811, 59.6289381 36.2727283)",,,,
660,290974930,290975012,0,26547481,False,,residential,30,45.708,38.9,,,"LINESTRING (59.6300985 36.2726424, 59.630419 36.2729621)",,,,
661,290974930,290974973,0,26547504,False,,residential,30,93.92,316.3,گوهری ۸,,"LINESTRING (59.6300985 36.2726424, 59.6293741 36.2732526)",,,,
662,290974930,289454092,0,"[316727520, 26547481]",False,,residential,30,141.602,275.2,گوهری ۱۰,,"LINESTRING (59.6300985 36.2726424, 59.6297154 36.2722603, 59.6289381 36.2727283)",,,,
