,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,junction,lanes,width
3578,287535074,287140252,0,26254905,False,ابومسلم ۱۳,residential,30,170.679,"LINESTRING (59.5850457 36.2963208, 59.5834053 36.295541)",239.5,,,
3579,287535096,287535003,0,413625652,True,پاستور,tertiary,40,38.56,"LINESTRING (59.5813178 36.2945957, 59.5814655 36.2949214)",20.1,,,
3580,287535096,287533969,0,"[26254908, 450498438]",True,"['پاستور ۴', 'قائم ۳']",residential,30,241.258,"LINESTRING (59.5813178 36.2945957, 59.5800916 36.2949945, 59.5788215 36.2954078)",292.0,,,
3581,287535096,287535097,0,"[450498433, 450498446]",True,"['پاستور ۳', 'بهشت ۴']",residential,30,197.782,"LINESTRING (59.5813178 36.2945957, 59.5823681 36.2942523, 59.5833569 36.2939156)",112.5,,,
3582,287535097,287535392,0,93734916,True,خیابان بهشت,tertiary,40,68.99,"LINESTRING (59.5833569 36.2939156, 59.583073 36.2933389)",201.6,,,
3583,287535138,287535004,0,26254911,True,نشاط,residential,30,57.034,"LINESTRING (59.5773532 36.295693, 59.5775533 36.2961799)",18.3,,,
3584,287535138,1921743309,0,"[26254913, 605880179]",False,قائم ۲,residential,30,134.683,"LINESTRING (59.5773532 36.295693, 59.5782031 36.2954157, 59.5787458 36.2952377)",112.1,,,
3585,287535226,264636663,0,26254778,True,خیابان قائم,tertiary,40,44.94,"LINESTRING (59.5785943 36.2948973, 59.5784608 36.2945975, 59.5784249 36.2945169)",199.7,,,
3586,287535226,287533948,0,"[26254917, 450498437]",False,"['پاستور ۲', 'قائم ۱']",residential,30,241.15,"LINESTRING (59.5785943 36.2948973, 59.579866 36.2944629, 59.5810659 36.2940401)",113.3,,,
3587,287535247,287533948,0,413625652,True,پاستور,tertiary,40,6.736,"LINESTRING (59.5810401 36.2939832, 59.5810659 36.2940401)",20.1,,,
3588,287535392,287533930,0,93734916,True,خیابان بهشت,tertiary,40,15.192,"LINESTRING (59.583073 36.2933389, 59.5830102 36.293212)",201.7,,,
3589,287535392,287535247,0,"[26254920, 450498445]",True,"['بهشت ۲', 'پاستور ۱']",residential,30,195.773,"LINESTRING (59.583073 36.2933389, 59.5820808 36.293655, 59.5810401 36.2939832)",291.5,,,
3590,287535498,287535002,0,26254901,False,ابومسلم ۱۰,residential,30,9.06,"LINESTRING (59.5825352 36.2945007, 59.5825848 36.2945717)",29.4,,,
3591,287535508,1052483988,0,26254926,False,,residential,30,16.197,"LINESTRING (59.5839724 36.2929334, 59.5841244 36.2930122)",57.3,,,
3592,287535519,287535520,0,90686907,True,کفایی ۸_ابومسلم ۷,residential,30,169.017,"LINESTRING (59.5849575 36.2934209, 59.5865641 36.2942169)",58.4,,,
3593,287535519,287140253,0,26223525,True,خیابان ابومسلم,tertiary,40,125.96099999999998,"LINESTRING (59.5849575 36.2934209, 59.5852597 36.2929854, 59.58549 36.292665, 59.5856677 36.2924438)",149.6,,,
3594,287535520,5258218063,0,26254757,True,خیابان کفایی,tertiary,40,56.386,"LINESTRING (59.5865641 36.2942169, 59.5862477 36.2946552)",329.8,,,
3595,287537189,287220827,0,26229745,False,دانشسرا,residential,30,36.502,"LINESTRING (59.587543 36.3036053, 59.5877006 36.303908)",22.8,,,
3596,287537189,1052483833,0,26229745,False,دانشسرا,residential,30,29.942,"LINESTRING (59.587543 36.3036053, 59.5874137 36.303357)",202.8,,,
3597,287537189,5240624345,0,542023161,False,دانشسرا شمالی ۱,residential,30,128.551,"LINESTRING (59.587543 36.3036053, 59.5888709 36.3031679)",112.2,,,
3598,287537298,287220953,0,52686245,True,عطار غربی,residential,30,120.241,"LINESTRING (59.5890246 36.3034663, 59.5902608 36.3030458)",112.9,,,
3599,287537298,287537300,0,542023163,False,عطار ۱۱,residential,30,36.139,"LINESTRING (59.5890246 36.3034663, 59.5891812 36.3037658)",22.8,,,
3600,287537298,5240624345,0,542023164,False,عطار ۱۲,residential,30,35.926,"LINESTRING (59.5890246 36.3034663, 59.5888709 36.3031679)",202.5,,,
3601,287537300,287537298,0,542023163,False,عطار ۱۱,residential,30,36.139,"LINESTRING (59.5891812 36.3037658, 59.5890246 36.3034663)",202.8,,,
3602,287537300,287537356,0,542023165,False,دانشسرا شمالی ۳,residential,30,128.459,"LINESTRING (59.5891812 36.3037658, 59.5878583 36.3042108)",292.7,,,
3603,287537300,287537355,0,542023166,False,تربیت شمالی ۲/۲,residential,30,120.459,"LINESTRING (59.5891812 36.3037658, 59.5904217 36.3033485)",112.7,,,
3604,287537355,287220953,0,52709461,True,تربیت,tertiary,40,36.617,"LINESTRING (59.5904217 36.3033485, 59.5902608 36.3030458)",203.2,,,
3605,287537355,287537300,0,542023166,False,تربیت شمالی ۲/۲,residential,30,120.459,"LINESTRING (59.5904217 36.3033485, 59.5891812 36.3037658)",292.7,,,
3606,287537356,287220624,0,26229745,False,دانشسرا,residential,30,37.286,"LINESTRING (59.5878583 36.3042108, 59.5880193 36.30452)",22.8,,,
3607,287537356,287220827,0,26229745,False,دانشسرا,residential,30,36.515,"LINESTRING (59.5878583 36.3042108, 59.5877006 36.303908)",202.8,,,
3608,287537356,287537300,0,542023165,False,دانشسرا شمالی ۳,residential,30,128.459,"LINESTRING (59.5878583 36.3042108, 59.5891812 36.3037658)",112.7,,,
3609,287537480,668994144,0,26255201,True,سناباد ۳۰,residential,30,34.807,"LINESTRING (59.5868555 36.2987119, 59.5870017 36.2990019)",22.1,,,
3610,287537480,5240022712,0,541952148,False,,residential,30,3.47,"LINESTRING (59.5868555 36.2987119, 59.5868195 36.2987234)",291.6,,,
3611,287537504,287538044,0,51141127,True,خیابان سناباد,secondary,50,74.607,"LINESTRING (59.5874354 36.2998917, 59.5866759 36.3001665)",294.2,,,
3612,287537513,668994146,0,26229716,True,تربیت,residential,30,63.845,"LINESTRING (59.5878567 36.2983681, 59.5881316 36.2988978)",22.7,,,
3613,287537513,287537480,0,26255197,True,مسعود غربی,residential,30,97.529,"LINESTRING (59.5878567 36.2983681, 59.5868555 36.2987119)",293.1,,,
3614,287537526,5240022699,0,26255213,False,,residential,30,108.821,"LINESTRING (59.5861068 36.2985959, 59.5869796 36.2979155)",134.0,,,
3615,287537657,5240022700,0,541952149,True,۴/۱ اسرار,residential,30,46.004,"LINESTRING (59.5881022 36.2969526, 59.5885758 36.296793)",112.7,,,
3616,287537657,5240022699,0,"[26255219, 26255213]",False,اسرار,residential,30,157.84,"LINESTRING (59.5881022 36.2969526, 59.5879854 36.2968996, 59.5874634 36.2975625, 59.5872396 36.2977128, 59.5869796 36.2979155)",316.8,,,
3617,287537700,287537513,0,26229716,True,تربیت,residential,30,73.562,"LINESTRING (59.587539 36.2977581, 59.5878567 36.2983681)",22.8,,,
3618,287537700,5240022699,0,26255228,False,,residential,30,53.359,"LINESTRING (59.587539 36.2977581, 59.5871066 36.2979003, 59.5869796 36.2979155)",289.2,,,
3619,287537700,5240022702,0,541952153,False,,residential,30,128.969,"LINESTRING (59.587539 36.2977581, 59.5876995 36.2977057, 59.5888729 36.2973228)",112.0,,,
3620,287537824,5308851961,0,26255245,True,خیابان اسرار - دانشگاه ۲۱,tertiary,40,56.097,"LINESTRING (59.5912824 36.29586, 59.5907092 36.2960627)",293.7,,2,12.0
3621,287537824,5308851959,0,30978166,False,منوچهری,tertiary,40,69.926,"LINESTRING (59.5912824 36.29586, 59.5915918 36.2964373)",23.4,,,
3622,287537824,4167186603,0,30978166,False,منوچهری,tertiary,40,102.572,"LINESTRING (59.5912824 36.29586, 59.5908599 36.2950027)",201.7,,,
3623,287537826,287537848,0,26255245,True,خیابان اسرار - دانشگاه ۲۱,tertiary,40,122.793,"LINESTRING (59.5938505 36.2949492, 59.5929316 36.2952804, 59.5925966 36.2953942)",293.8,,2,12.0
3624,287537848,287537824,0,26255245,True,خیابان اسرار - دانشگاه ۲۱,tertiary,40,128.665,"LINESTRING (59.5925966 36.2953942, 59.5912824 36.29586)",293.7,,2,12.0
3625,287537848,287538056,0,409476813,True,طاهری,tertiary,40,72.418,"LINESTRING (59.5925966 36.2953942, 59.592285 36.2947933)",202.7,,,
3626,287537898,287537899,0,30978166,False,منوچهری,tertiary,40,20.963,"LINESTRING (59.5906793 36.2945602, 59.5907324 36.2947438)",13.1,,,
3627,287537899,3316836030,0,26378030,False,,tertiary,40,125.179,"LINESTRING (59.5907324 36.2947438, 59.5920298 36.2943268)",111.7,,,
3628,287537899,4167186603,0,30978166,False,منوچهری,tertiary,40,30.973,"LINESTRING (59.5907324 36.2947438, 59.5908599 36.2950027)",21.6,,,
3629,287537899,287537898,0,30978166,False,منوچهری,tertiary,40,20.963,"LINESTRING (59.5907324 36.2947438, 59.5906793 36.2945602)",193.1,,,
3630,287537901,9003401443,0,26255272,True,مسعود شرقی,residential,30,43.808,"LINESTRING (59.5918718 36.2969599, 59.5923204 36.2968034)",113.4,,,
3631,287537901,5308851959,0,30978166,False,منوچهری,tertiary,40,63.297,"LINESTRING (59.5918718 36.2969599, 59.5915918 36.2964373)",203.4,,,
3632,287537901,278793672,0,30978166,False,منوچهری,tertiary,40,134.954,"LINESTRING (59.5918718 36.2969599, 59.5920367 36.2972801, 59.5920978 36.2973988, 59.5924495 36.2980807)",22.6,,,
3633,287537988,6635109834,0,409476813,True,طاهری,tertiary,40,45.328,"LINESTRING (59.5931519 36.2965153, 59.5929644 36.2961367)",201.8,,,
3634,287537988,278793673,0,435368719,False,طاهری - سناباد ۱۲,tertiary,40,133.402,"LINESTRING (59.5931519 36.2965153, 59.5937224 36.2976234)",22.5,,,
3635,287537997,287537826,0,392393072,True,مولوی - سناباد ۸,residential,30,134.892,"LINESTRING (59.594433 36.2960677, 59.5941206 36.2954855, 59.5938505 36.2949492)",202.8,,,
3636,287538044,668994143,0,26255202,False,سناباد ۳۲,residential,30,94.416,"LINESTRING (59.5866759 36.3001665, 59.5862449 36.2993917)",204.1,,,
3637,287538044,278793669,0,51141127,True,خیابان سناباد,secondary,50,71.563,"LINESTRING (59.5866759 36.3001665, 59.5859474 36.3004301)",294.2,,,
3638,287538051,643988797,0,389637312,True,خیابان دانشگاه,primary,60,135.735,"LINESTRING (59.5937505 36.2937947, 59.592365 36.2933017)",246.2,,,
3639,287538056,287538051,0,26255288,True,دانشگاه ۲۳,residential,30,184.096,"LINESTRING (59.592285 36.2947933, 59.5933722 36.2944345, 59.5936871 36.2939017, 59.5937505 36.2937947)",130.2,,,
3640,287538056,3316836030,0,409476813,True,طاهری,tertiary,40,56.691,"LINESTRING (59.592285 36.2947933, 59.5921442 36.2945359, 59.5920439 36.2943527, 59.5920298 36.2943268)",203.8,,,
3641,288713297,278793672,0,26351284,True,منوچهری,residential,30,150.514,"LINESTRING (59.5930975 36.2993295, 59.5924495 36.2980807)",202.7,,,
3642,288713297,288713676,0,26351303,True,ابوسعید ابوالخیر,tertiary,40,121.321,"LINESTRING (59.5930975 36.2993295, 59.5918518 36.2997567)",293.1,,,
3643,288713576,288713297,0,26351303,True,ابوسعید ابوالخیر,tertiary,40,123.982,"LINESTRING (59.5943705 36.2988929, 59.5930975 36.2993295)",293.1,,,
3644,288713576,8070924544,0,723564578,True,طاهری,tertiary,40,136.913,"LINESTRING (59.5943705 36.2988929, 59.5949432 36.3000344)",22.0,,,
3645,288713603,288713576,0,723564577,True,ابوسعید ابوالخیر,tertiary,40,124.614,"LINESTRING (59.59565 36.2984541, 59.5943705 36.2988929)",293.1,,,
3646,288713603,278793674,0,539471901,True,مولوی - سناباد ۱۳,residential,30,154.751,"LINESTRING (59.59565 36.2984541, 59.5953808 36.2979271, 59.5953278 36.2978235, 59.5949932 36.297167)",202.4,,,
3647,288713676,268401541,0,50943412,False,خیابان اسدالله زاده,secondary,50,108.178,"LINESTRING (59.5918518 36.2997567, 59.5922522 36.3005363, 59.5923135 36.3006556)",22.5,,,
3648,288713676,278778697,0,50943412,False,خیابان اسدالله زاده,secondary,50,148.461,"LINESTRING (59.5918518 36.2997567, 59.5912257 36.2985603, 59.5912083 36.2985264)",202.9,,,
3649,288714132,288714137,0,26351333,False,صاحب الزمان۲۲,residential,30,173.278,"LINESTRING (59.5991332 36.2993034, 59.5982175 36.3006759)",331.7,,,
3650,288714132,2609003207,0,184256185,False,صنوبر,residential,30,43.058,"LINESTRING (59.5991332 36.2993034, 59.5993199 36.2996602)",22.9,,,
3651,288714132,278793706,0,26351333,False,صاحب الزمان۲۲,residential,30,68.041,"LINESTRING (59.5991332 36.2993034, 59.5992378 36.2991654, 59.5992535 36.2990832, 59.5991037 36.2987366)",182.4,,,
3652,288714137,1947151777,0,26351333,False,صاحب الزمان۲۲,residential,30,11.096,"LINESTRING (59.5982175 36.3006759, 59.5982504 36.3007721)",15.4,,,
3653,288714137,288714132,0,26351333,False,صاحب الزمان۲۲,residential,30,173.278,"LINESTRING (59.5982175 36.3006759, 59.5991332 36.2993034)",151.7,,,
3654,288714137,278778293,0,26378041,False,دکتر شیخ,residential,30,40.841,"LINESTRING (59.5982175 36.3006759, 59.5977623 36.3006938)",272.8,,,
3655,288714142,3953943667,0,26351333,False,صاحب الزمان۲۲,residential,30,96.264,"LINESTRING (59.5995864 36.302438, 59.6004328 36.3029711)",52.0,,,
3656,288714142,1947151790,0,26351333,False,صاحب الزمان۲۲,residential,30,71.758,"LINESTRING (59.5995864 36.302438, 59.5989134 36.3020883)",237.2,,,
3657,288714142,2611362480,0,255451883,False,توحید ۲۶/۲,residential,30,87.7,"LINESTRING (59.5995864 36.302438, 59.6001935 36.3018194)",141.7,,,
3658,288980933,288980934,0,26378025,True,دکتر شیخ ۵- کاشف,residential,30,119.917,"LINESTRING (59.59536 36.3036424, 59.5965928 36.3032229)",112.9,,,
3659,288980933,288980944,0,573870154,False,منوچهری,residential,30,157.331,"LINESTRING (59.59536 36.3036424, 59.5960417 36.3049463)",22.8,,,
3660,288980933,1183434667,0,573870154,False,منوچهری,residential,30,60.207,"LINESTRING (59.59536 36.3036424, 59.5950992 36.3031434)",202.8,,,
3661,288980934,1183434770,0,392407267,False,شهید قرنی ۶,tertiary,40,52.878,"LINESTRING (59.5965928 36.3032229, 59.596822 36.3036611)",22.9,,,
3662,288980934,278778295,0,392407268,True,دکتر شیخ ۱۲,residential,30,127.112,"LINESTRING (59.5965928 36.3032229, 59.5978996 36.3027783)",112.9,,,
3663,288980934,288980953,0,573870152,False,طاهری,tertiary,40,120.573,"LINESTRING (59.5965928 36.3032229, 59.5960702 36.3022237)",202.9,,,
3664,288980944,268401585,0,26378042,True,دکتر شیخ ۳ - مهدیزاده,residential,30,120.561,"LINESTRING (59.5960417 36.3049463, 59.5948038 36.305371)",293.1,,,
3665,288980944,288980948,0,573870154,False,منوچهری,residential,30,87.66,"LINESTRING (59.5960417 36.3049463, 59.5964215 36.3056728)",22.8,,,
3666,288980944,288980933,0,573870154,False,منوچهری,residential,30,157.331,"LINESTRING (59.5960417 36.3049463, 59.59536 36.3036424)",202.8,,,
3667,288980948,308671941,0,26378029,True,دکتر شیخ ۱ - شهید یوسف آقاسی عطار,residential,30,119.968,"LINESTRING (59.5964215 36.3056728, 59.5976593 36.3052617)",112.4,,,
3668,288980948,1183434721,0,573870154,False,منوچهری,residential,30,54.96,"LINESTRING (59.5964215 36.3056728, 59.5966596 36.3061283)",22.8,,,
3669,288980948,288980944,0,573870154,False,منوچهری,residential,30,87.66,"LINESTRING (59.5964215 36.3056728, 59.5960417 36.3049463)",202.8,,,
3670,288980953,288980960,0,26378032,True,کفاش,tertiary,40,119.896,"LINESTRING (59.5960702 36.3022237, 59.5948401 36.3026478)",293.2,,,
3671,288980953,288980934,0,573870152,False,طاهری,tertiary,40,120.573,"LINESTRING (59.5960702 36.3022237, 59.5965928 36.3032229)",22.9,,,
3672,288980953,1183434739,0,573870152,False,طاهری,tertiary,40,57.755,"LINESTRING (59.5960702 36.3022237, 59.5958198 36.3017451)",202.9,,,
3673,288980959,1183434717,0,573870154,False,منوچهری,residential,30,60.345,"LINESTRING (59.5943256 36.3016637, 59.5945871 36.3021638)",22.9,,,
3674,288980959,288980973,0,573870155,True,عطار / مطهری جنوبی ۳,residential,30,119.868,"LINESTRING (59.5943256 36.3016637, 59.5955564 36.3012416)",113.1,,,
3675,288980960,268401583,0,26378032,True,کفاش,tertiary,40,119.584,"LINESTRING (59.5948401 36.3026478, 59.5936132 36.3030708)",293.2,,,
3676,288980960,1183434667,0,573870154,False,منوچهری,residential,30,59.8,"LINESTRING (59.5948401 36.3026478, 59.5950992 36.3031434)",22.8,,,
3677,288980960,1183434717,0,573870154,False,منوچهری,residential,30,58.399,"LINESTRING (59.5948401 36.3026478, 59.5945871 36.3021638)",202.8,,,
3678,288980972,4464702552,0,573870158,False,مولوی,residential,30,56.782,"LINESTRING (59.596858 36.3007952, 59.597104 36.3012658)",22.8,,,
3679,288980972,278778292,0,573870159,True,عطار / مطهری جنوبی ۳,residential,30,86.855,"LINESTRING (59.596858 36.3007952, 59.59775 36.3004897)",113.0,,,
3680,288980973,288980972,0,573870151,True,عطار / مطهری جنوبی ۳,residential,30,126.764,"LINESTRING (59.5955564 36.3012416, 59.596858 36.3007952)",113.1,,,
3681,288980973,4464702555,0,573870152,False,طاهری,tertiary,40,53.892,"LINESTRING (59.5955564 36.3012416, 59.59579 36.3016882)",22.9,,,
3682,288980973,3581702194,0,573870149,True,طاهری,tertiary,40,136.652,"LINESTRING (59.5955564 36.3012416, 59.5952963 36.3007301, 59.5949783 36.3001044)",202.3,,,
3683,288980975,288980944,0,26378042,True,دکتر شیخ ۳ - مهدیزاده,residential,30,119.947,"LINESTRING (59.5972733 36.3045238, 59.5960417 36.3049463)",293.1,,,
3684,288980975,288980982,0,392407267,False,شهید قرنی ۶,tertiary,40,12.44,"LINESTRING (59.5972733 36.3045238, 59.5973272 36.3046269)",22.8,,,
3685,288980975,288980979,0,392407267,False,شهید قرنی ۶,tertiary,40,36.625,"LINESTRING (59.5972733 36.3045238, 59.5971145 36.3042203)",202.9,,,
3686,288980979,288980975,0,392407267,False,شهید قرنی ۶,tertiary,40,36.625,"LINESTRING (59.5971145 36.3042203, 59.5972733 36.3045238)",22.9,,,
3687,288980979,1183434770,0,392407267,False,شهید قرنی ۶,tertiary,40,67.479,"LINESTRING (59.5971145 36.3042203, 59.596822 36.3036611)",202.9,,,
3688,288980979,278778299,0,"[26378043, 392407388]",False,"['دکتر شیخ ۶ - شهید جواد فعال', 'سنائی ۲۲']",residential,30,191.105,"LINESTRING (59.5971145 36.3042203, 59.5980576 36.3038968, 59.5990768 36.3035473)",113.1,,,
3689,288980982,3954774601,0,392407267,False,شهید قرنی ۶,tertiary,40,45.181,"LINESTRING (59.5973272 36.3046269, 59.5975231 36.3050013)",22.9,,,
3690,288980982,288980975,0,392407267,False,شهید قرنی ۶,tertiary,40,12.44,"LINESTRING (59.5973272 36.3046269, 59.5972733 36.3045238)",202.8,,,
3691,288980982,288980984,0,"[102473025, 26378044]",False,"['دکتر شیخ ۴', 'قرنی ۲']",residential,30,154.297,"LINESTRING (59.5973272 36.3046269, 59.5984344 36.3042502, 59.5986413 36.3046347)",89.6,,,
3692,288980984,264735182,0,24694874,True,بولوار شهید قرنی,primary,60,69.962,"LINESTRING (59.5986413 36.3046347, 59.5989859 36.3043197, 59.5990382 36.3042453, 59.5990771 36.3041256)",145.4,,3,15.0
3693,288980984,288980982,0,"[102473025, 26378044]",False,"['دکتر شیخ ۴', 'قرنی ۲']",residential,30,154.297,"LINESTRING (59.5986413 36.3046347, 59.5984344 36.3042502, 59.5973272 36.3046269)",269.6,,,
3694,288980987,278778299,0,25574345,False,خیابان سنائی,tertiary,40,95.029,"LINESTRING (59.5981222 36.3031751, 59.5990768 36.3035473)",64.2,,,
3695,288980987,1183434770,0,26378045,False,دکتر شیخ ۱۰,residential,30,128.435,"LINESTRING (59.5981222 36.3031751, 59.596822 36.3036611)",294.9,,,
3696,288980987,278778295,0,25574345,False,خیابان سنائی,tertiary,40,50.448,"LINESTRING (59.5981222 36.3031751, 59.5980938 36.3031536, 59.5980045 36.3030859, 59.5979318 36.3029716, 59.5978996 36.3027783)",204.3,,,
3697,308671168,287475000,0,26229745,False,دانشسرا,residential,30,39.855,"LINESTRING (59.5888821 36.306177, 59.58871 36.3058465)",202.8,,,
3698,308671168,287221544,0,573868443,False,کاشف,residential,30,41.841,"LINESTRING (59.5888821 36.306177, 59.589349 36.3061724)",90.7,,,
3699,308671168,287221549,0,573868446,True,کاشف,residential,30,74.405,"LINESTRING (59.5888821 36.306177, 59.5886109 36.3061794, 59.5884135 36.306207, 59.5881302 36.3063844)",288.9,,,
3700,308671169,287474280,0,26249926,False,,residential,30,39.412,"LINESTRING (59.585031 36.3064188, 59.5847954 36.3061195)",212.4,,,
3701,308671169,287474319,0,26249924,False,,residential,30,111.617,"LINESTRING (59.585031 36.3064188, 59.584539 36.3067318, 59.5839769 36.3069403)",301.5,,,
3702,308671169,287474378,0,26249926,False,,residential,30,63.729,"LINESTRING (59.585031 36.3064188, 59.5851669 36.3065913, 59.5854121 36.3069027)",32.4,,,
3703,308671170,287473816,0,26249792,False,,residential,30,62.406,"LINESTRING (59.5846768 36.3082846, 59.5849615 36.3087968)",24.1,,,
3704,308671170,287220561,0,26249792,False,,residential,30,64.559,"LINESTRING (59.5846768 36.3082846, 59.5844002 36.3077485)",202.6,,,
3705,308671170,287473811,0,702648448,False,,residential,,61.177,"LINESTRING (59.5846768 36.3082846, 59.5840375 36.3084777)",290.5,,,
3706,308671171,1104973601,0,26249828,False,خیابان صاحب الزمان,residential,30,7.594,"LINESTRING (59.5865029 36.3097112, 59.5865387 36.3097731)",25.0,,,
3707,308671171,1104973539,0,26249828,False,خیابان صاحب الزمان,residential,30,54.025,"LINESTRING (59.5865029 36.3097112, 59.586248 36.3092709)",205.0,,,
3708,308671171,1104975048,0,26249830,False,تورج ۱۷,residential,30,109.123,"LINESTRING (59.5865029 36.3097112, 59.5853949 36.3101185)",294.5,,,
3709,308671172,287473768,0,26249804,False,تورج,tertiary,30,32.669,"LINESTRING (59.5829248 36.3098025, 59.5830611 36.310075)",22.0,,,
3710,308671172,1104974727,0,26249804,False,تورج,tertiary,30,5.586,"LINESTRING (59.5829248 36.3098025, 59.5829015 36.3097559)",201.9,,,
3711,308671172,1104974531,0,95261706,False,تورج ۱۴,residential,30,99.397,"LINESTRING (59.5829248 36.3098025, 59.5819401 36.3102141)",297.4,,,
3712,308671940,287474907,0,26249983,False,اکبری ۲۶,residential,30,75.627,"LINESTRING (59.5923436 36.3097082, 59.5915821 36.3100015)",295.5,,,
3713,308671940,264735172,0,95261532,False,شهید اکبری - قرنی ۱۶,residential,30,66.271,"LINESTRING (59.5923436 36.3097082, 59.5926335 36.3102565)",23.1,,,
3714,308671940,287221602,0,95261532,False,شهید اکبری - قرنی ۱۶,residential,30,77.073,"LINESTRING (59.5923436 36.3097082, 59.5920045 36.3090712)",203.2,,,
3715,308671941,3954774601,0,392407267,False,شهید قرنی ۶,tertiary,40,31.422,"LINESTRING (59.5976593 36.3052617, 59.5975231 36.3050013)",202.9,,,
3716,308671941,264735180,0,951373184,True,شهید قرنی ۶,tertiary,40,23.544,"LINESTRING (59.5976593 36.3052617, 59.5977355 36.3053222, 59.5978885 36.3053458)",65.5,,,
3717,308671942,287534446,0,26254828,True,ابونصر,residential,30,51.661,"LINESTRING (59.5797083 36.2994494, 59.5793886 36.2990628)",213.7,,,
3718,308671942,287534083,0,206535704,False,بابک ۱۵,residential,30,127.825,"LINESTRING (59.5797083 36.2994494, 59.5785086 36.3000712)",302.7,,,
3719,308671942,1088499737,0,"[530947080, 530946086]",False,قائم ۱۸,residential,30,76.98599999999999,"LINESTRING (59.5797083 36.2994494, 59.5800892 36.2993358, 59.5805141 36.2992094)",110.3,,,
3720,308671943,287534640,0,26223525,True,خیابان ابومسلم,tertiary,40,99.221,"LINESTRING (59.5812674 36.2984809, 59.5818292 36.297712)",149.5,,,
3721,308671943,287534618,0,450498432,False,قائم ۱۷,residential,30,90.909,"LINESTRING (59.5812674 36.2984809, 59.5803167 36.2987661)",290.4,,,
3722,314325091,5149081192,0,673573636,False,دانشگاه ۱۱ سنایی - ۵,residential,30,58.226,"LINESTRING (59.5975705 36.2979555, 59.5981968 36.2978162)",105.4,,,
3723,314325091,5149081194,0,713556304,False,خیابان سنائی,tertiary,40,75.252,"LINESTRING (59.5975705 36.2979555, 59.5976014 36.2986318)",2.1,,,
3724,314325091,278793682,0,713556304,False,خیابان سنائی,tertiary,40,17.11,"LINESTRING (59.5975705 36.2979555, 59.5975614 36.2978018)",182.7,,,
3725,314325156,5149081190,0,530202129,False,,residential,30,22.602,"LINESTRING (59.5986625 36.2977137, 59.598742 36.2979066)",18.4,,,
3726,314325156,5149081192,0,673573636,False,دانشگاه ۱۱ سنایی - ۵,residential,30,43.263,"LINESTRING (59.5986625 36.2977137, 59.5981968 36.2978162)",285.3,,,
3727,314325156,5149081183,0,673573636,False,دانشگاه ۱۱ سنایی - ۵,residential,30,28.849,"LINESTRING (59.5986625 36.2977137, 59.5989622 36.297619)",111.4,,,
3728,314325158,5149081178,0,28604909,True,کوچه باغ سنگی,residential,30,51.069,"LINESTRING (59.6004848 36.2971406, 59.6002685 36.2967157)",202.3,,,
3729,314325158,5149081188,0,673573636,False,دانشگاه ۱۱ سنایی - ۵,residential,30,39.622,"LINESTRING (59.6004848 36.2971406, 59.600072 36.2972682)",291.0,,,
3730,314325158,314325162,0,"[28604897, 673573636]",False,دانشگاه ۱۱ سنایی - ۵,residential,30,117.792,"LINESTRING (59.6004848 36.2971406, 59.6007996 36.2970289, 59.6010622 36.296865, 59.6013061 36.2966634, 59.6014465 36.2964599)",131.3,,,
3731,314325162,626897530,0,382402964,True,خیابان دانشگاه,primary,60,47.92,"LINESTRING (59.6014465 36.2964599, 59.600965 36.2962725)",244.2,,,
3732,314325162,314325158,0,"[28604897, 673573636]",False,دانشگاه ۱۱ سنایی - ۵,residential,30,117.792,"LINESTRING (59.6014465 36.2964599, 59.6013061 36.2966634, 59.6010622 36.296865, 59.6007996 36.2970289, 59.6004848 36.2971406)",311.3,,,
3733,314325295,4189153850,0,418520278,False,صاحب الزمان۲۴,residential,30,51.739,"LINESTRING (59.60098 36.2981378, 59.6011823 36.2985736)",20.5,,,
3734,314325295,278793706,0,355152997,True,خیابان صاحب الزمان,secondary,50,180.851,"LINESTRING (59.60098 36.2981378, 59.6003788 36.2983296, 59.599624 36.2985706, 59.5991037 36.2987366)",291.6,,,
3735,314325544,626897482,0,28604909,True,کوچه باغ سنگی,residential,30,20.929,"LINESTRING (59.599964 36.2961264, 59.5999813 36.2959387)",175.8,,,
3736,314325544,5149081177,0,530202122,False,,residential,30,32.257,"LINESTRING (59.599964 36.2961264, 59.5996353 36.2962446)",294.0,,,
3737,344464567,1104973343,0,30978844,True,بولوار مطهری جنوبی,secondary,50,40.947,"LINESTRING (59.5939096 36.3038063, 59.5937338 36.3034664)",202.6,,,
3738,344466947,286490148,0,26162988,False,راهنمایی ۱۸,residential,30,171.625,"LINESTRING (59.5692637 36.3035363, 59.5710569 36.3029942)",110.6,,,
3739,344466947,344466951,0,52629095,False,شیرین,residential,30,60.956,"LINESTRING (59.5692637 36.3035363, 59.5695103 36.3040472)",21.3,,,
3740,344466947,286490140,0,52629095,False,شیرین,residential,30,60.637,"LINESTRING (59.5692637 36.3035363, 59.5690183 36.3030281)",201.3,,,
3741,344466947,286490118,0,206801066,False,شیرین ۱۶,residential,30,184.497,"LINESTRING (59.5692637 36.3035363, 59.567346 36.3041401)",291.3,,,
3742,344466948,344466949,0,52629095,False,شیرین,residential,30,50.281,"LINESTRING (59.5678515 36.3006114, 59.568055 36.3010328)",21.3,,,
